"","Proyecto","Estacion","Departamento","CodPuntoConteo","Familia","Especie","PlotAsoc","Trans_c","Perm_c","individuos"
"741","GEF","Lluviosa","Bolívar","L_B_AA_14","Tyrannidae","Myiopagis gaimardii","T3P1","High","High",1
"742","GEF","Lluviosa","Bolívar","L_B_AA_13","Tyrannidae","Myiozetetes cayanensis","T3P1","High","High",1
"743","GEF","Lluviosa","Bolívar","L_B_AA_12","Thamnophilidae","Myrmeciza longipes","T3P1","High","High",1
"744","GEF","Lluviosa","Bolívar","L_B_AA_13","Thamnophilidae","Myrmeciza longipes","T3P1","High","High",1
"745","GEF","Lluviosa","Bolívar","L_B_AA_14","Thamnophilidae","Myrmeciza longipes","T3P1","High","High",1
"746","GEF","Lluviosa","Bolívar","L_B_AA_12","Tyrannidae","Ornithion brunneicapillus","T3P1","High","High",1
"747","GEF","Lluviosa","Bolívar","L_B_AA_13","Tyrannidae","Ornithion brunneicapillus","T3P1","High","High",1
"748","GEF","Lluviosa","Bolívar","L_B_AA_11","Tityridae","Pachyramphus polychopterus","T3P1","High","High",1
"749","GEF","Lluviosa","Bolívar","L_B_AA_11","Tityridae","Pachyramphus rufus ","T3P1","High","High",10
"750","GEF","Lluviosa","Bolívar","L_B_AA_12","Parulidae","Parkesia noveboracensis","T3P1","High","High",1
"751","GEF","Lluviosa","Bolívar","L_B_AA_11","Cracidae","Penelope purpurascens","T3P1","High","High",1
"752","GEF","Lluviosa","Bolívar","L_B_AA_12","Trochilidae","Phaethornis striigularis","T3P1","High","High",1
"753","GEF","Lluviosa","Bolívar","L_B_AA_12","Icteridae","Psarocolius decumanus","T3P1","High","High",1
"754","GEF","Lluviosa","Bolívar","L_B_AA_13","Polioptilidae","Ramphocaenus melanurus","T3P1","High","High",1
"755","GEF","Lluviosa","Bolívar","L_B_AA_11","Thraupidae","Ramphocelus dimidiatus","T3P1","High","High",1
"756","GEF","Lluviosa","Bolívar","L_B_AA_14","Thraupidae","Ramphocelus dimidiatus","T3P1","High","High",1
"757","GEF","Lluviosa","Bolívar","L_B_AA_14","Accipitridae","Rupornis magnirostris","T3P1","High","High",1
"758","GEF","Lluviosa","Bolívar","L_B_AA_12","Cardinalidae","Saltator maximus","T3P1","High","High",1
"759","GEF","Lluviosa","Bolívar","L_B_AA_11","Parulidae","Setophaga pitiayumi","T3P1","High","High",1
"760","GEF","Lluviosa","Bolívar","L_B_AA_14","Parulidae","Setophaga pitiayumi","T3P1","High","High",1
"761","GEF","Lluviosa","Bolívar","L_B_AA_11","Parulidae","Setophaga ruticilla","T3P1","High","High",1
"762","GEF","Lluviosa","Bolívar","L_B_AA_13","Parulidae","Setophaga ruticilla","T3P1","High","High",1
"763","GEF","Lluviosa","Bolívar","L_B_AA_11","Parulidae","Setophaga striata","T3P1","High","High",1
"764","GEF","Lluviosa","Bolívar","L_B_AA_12","Thraupidae","Tachyphonus luctuosus","T3P1","High","High",1
"765","GEF","Lluviosa","Bolívar","L_B_AA_13","Thraupidae","Tachyphonus luctuosus","T3P1","High","High",1
"766","GEF","Lluviosa","Bolívar","L_B_AA_11","Cuculidae","Tapera naevia","T3P1","High","High",1
"767","GEF","Lluviosa","Bolívar","L_B_AA_14","Thamnophilidae","Thamnophilus doliatus","T3P1","High","High",1
"768","GEF","Lluviosa","Bolívar","L_B_AA_11","Thraupidae","Thraupis episcopus","T3P1","High","High",1
"769","GEF","Lluviosa","Bolívar","L_B_AA_13","Troglodytidae","Thryophilus rufalbus","T3P1","High","High",2
"770","GEF","Lluviosa","Bolívar","L_B_AA_14","Troglodytidae","Thryophilus rufalbus","T3P1","High","High",1
"771","GEF","Lluviosa","Bolívar","L_B_AA_12","Tyrannidae","Tolmomyias flaviventris","T3P1","High","High",1
"772","GEF","Lluviosa","Bolívar","L_B_AA_11","Tyrannidae","Tolmomyias sulphurescens","T3P1","High","High",2
"773","GEF","Lluviosa","Bolívar","L_B_AA_14","Tyrannidae","Tolmomyias sulphurescens","T3P1","High","High",1
"774","GEF","Lluviosa","Bolívar","L_B_AA_11","Troglodytidae","Troglodytes aedon","T3P1","High","High",1
"775","GEF","Lluviosa","Bolívar","L_B_AA_11","Turdidae","Turdus leucomelas","T3P1","High","High",1
"776","GEF","Lluviosa","Bolívar","L_B_AA_12","Tyrannidae","Tyrannulus elatus","T3P1","High","High",1
"777","GEF","Lluviosa","Bolívar","L_B_AA_14","Tyrannidae","Tyrannulus elatus","T3P1","High","High",1
"778","GEF","Seca","Valle del Cauca","S_V_AA_38","Trochilidae","Amazilia saucerottei","T3P2","High","High",1
"779","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Trochilidae","Amazilia tzacatl","T3P2","High","High",1
"780","GEF","Seca","Valle del Cauca","S_V_AA_38","Parulidae","Basileuterus rufifrons","T3P2","High","High",1
"781","GEF","Seca","Valle del Cauca","S_V_AA_36","Picidae","Campephilus melanoleucos","T3P2","High","High",1
"782","GEF","Seca","Valle del Cauca","S_V_AA_37","Tyrannidae","Camptostoma obsoletum","T3P2","High","High",1
"783","GEF","Seca","Valle del Cauca","S_V_AA_39","Tyrannidae","Camptostoma obsoletum","T3P2","High","High",1
"784","GEF","Seca","Valle del Cauca","S_V_AA_38","Tyrannidae","Cnemotriccus fuscatus","T3P2","High","High",1
"785","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Tyrannidae","Elaenia flavogaster","T3P2","High","High",1
"786","GEF","Seca","Valle del Cauca","S_V_AA_36","Tyrannidae","Elaenia flavogaster","T3P2","High","High",1
"787","GEF","Seca","Valle del Cauca","S_V_AA_36","Thraupidae","Euphonia concinna","T3P2","High","High",2
"788","GEF","Seca","Valle del Cauca","S_V_AA_37","Thraupidae","Euphonia concinna","T3P2","High","High",2
"789","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Thraupidae","Euphonia laniirostris","T3P2","High","High",2
"790","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Thraupidae","Euphonia laniirostris","T3P2","High","High",1
"791","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Psittacidae","Forpus conspicillatus","T3P2","High","High",4
"792","GEF","Seca","Valle del Cauca","S_V_AA_38","Psittacidae","Forpus conspicillatus","T3P2","High","High",4
"793","GEF","Seca","Valle del Cauca","S_V_AA_39","Icteridae","Icterus chrysater","T3P2","High","High",1
"794","GEF","Seca","Valle del Cauca","S_V_AA_38","Columbidae","Leptotila verreauxi","T3P2","High","High",1
"795","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Pipridae","Manacus manacus","T3P2","High","High",1
"796","GEF","Seca","Valle del Cauca","S_V_AA_38","Pipridae","Manacus manacus","T3P2","High","High",1
"797","GEF","Seca","Valle del Cauca","S_V_AA_36","Picidae","Melanerpes rubricapillus","T3P2","High","High",1
"798","GEF","Seca","Valle del Cauca","S_V_AA_39","Mimidae","Mimus gilvus","T3P2","High","High",2
"799","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Tyrannidae","Myiarchus apicalis","T3P2","High","High",4
"800","GEF","Seca","Valle del Cauca","S_V_AA_37","Tyrannidae","Myiarchus apicalis","T3P2","High","High",2
"801","GEF","Seca","Valle del Cauca","S_V_AA_38","Tyrannidae","Myiarchus apicalis","T3P2","High","High",1
"802","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Tyrannidae","Myiarchus panamensis","T3P2","High","High",1
"803","GEF","Seca","Valle del Cauca","S_V_AA_36","Tyrannidae","Myiozetetes cayanensis","T3P2","High","High",1
"804","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Cracidae","Ortalis columbiana","T3P2","High","High",2
"805","GEF","Seca","Valle del Cauca","S_V_AA_36","Cracidae","Ortalis columbiana","T3P2","High","High",3
"806","GEF","Seca","Valle del Cauca","S_V_AA_37","Cracidae","Ortalis columbiana","T3P2","High","High",3
"807","GEF","Seca","Valle del Cauca","S_V_AA_38","Cracidae","Ortalis columbiana","T3P2","High","High",3
"808","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Cuculidae","Piaya cayana","T3P2","High","High",1
"809","GEF","Seca","Valle del Cauca","S_V_AA_37","Cardinalidae","Piranga flava","T3P2","High","High",2
"810","GEF","Seca","Valle del Cauca","S_V_AA_38","Cardinalidae","Piranga flava","T3P2","High","High",2
"811","GEF","Seca","Valle del Cauca","S_V_AA_38","Tyrannidae","Pitangus sulphuratus","T3P2","High","High",1
"812","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Tyrannidae","Poecilotriccus sylvia","T3P2","High","High",2
"813","GEF","Seca","Valle del Cauca","S_V_AA_37","Tyrannidae","Poecilotriccus sylvia","T3P2","High","High",1
"814","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Polioptilidae","Polioptila plumbea","T3P2","High","High",2
"815","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Tyrannidae","Pyrocephalus rubinus","T3P2","High","High",2
"816","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Tyrannidae","Pyrocephalus rubinus","T3P2","High","High",2
"817","GEF","Seca","Valle del Cauca","S_V_AA_36","Tyrannidae","Pyrocephalus rubinus","T3P2","High","High",1
"818","GEF","Seca","Valle del Cauca","S_V_AA_37","Thraupidae","Ramphocelus dimidiatus","T3P2","High","High",5
"819","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Accipitridae","Rupornis magnirostris","T3P2","High","High",2
"820","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Accipitridae","Rupornis magnirostris","T3P2","High","High",1
"821","GEF","Seca","Valle del Cauca","S_V_AA_36","Accipitridae","Rupornis magnirostris","T3P2","High","High",1
"822","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Cardinalidae","Saltator striatipectus","T3P2","High","High",1
"823","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Tityridae","Schiffornis turdina","T3P2","High","High",1
"824","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Parulidae","Setophaga fusca","T3P2","High","High",1
"825","GEF","Seca","Valle del Cauca","S_V_AA_36","Parulidae","Setophaga fusca","T3P2","High","High",1
"826","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Parulidae","Setophaga pitiayumi","T3P2","High","High",2
"827","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Parulidae","Setophaga ruticilla","T3P2","High","High",1
"828","GEF","Seca","Valle del Cauca","S_V_AA_36","Furnariidae","Sittasomus griseicapillus","T3P2","High","High",1
"829","GEF","Seca","Valle del Cauca","S_V_AA_37","Thraupidae","Tangara vitriolina","T3P2","High","High",2
"830","GEF","Seca","Valle del Cauca","S_V_AA_38","Thraupidae","Tangara vitriolina","T3P2","High","High",2
"831","GEF","Seca","Valle del Cauca","S_V_AA_39","Thraupidae","Tangara vitriolina","T3P2","High","High",2
"832","GEF","Seca","Valle del Cauca","S_V_AA_36","Thamnophilidae","Taraba major","T3P2","High","High",1
"833","GEF","Seca","Valle del Cauca","S_V_AA_36","Thamnophilidae","Thamnophilus doliatus","T3P2","High","High",9
"834","GEF","Seca","Valle del Cauca","S_V_AA_37","Thamnophilidae","Thamnophilus doliatus","T3P2","High","High",2
"835","GEF","Seca","Valle del Cauca","S_V_AA_38","Thamnophilidae","Thamnophilus doliatus","T3P2","High","High",2
"836","GEF","Seca","Valle del Cauca","S_V_AA_36","Thraupidae","Thraupis episcopus","T3P2","High","High",8
"837","GEF","Seca","Valle del Cauca","S_V_AA_36","Thraupidae","Thraupis palmarum","T3P2","High","High",5
"838","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Tyrannidae","Tolmomyias sulphurescens","T3P2","High","High",1
"839","GEF","Seca","Valle del Cauca","S_V_AA_37","Tyrannidae","Tolmomyias sulphurescens","T3P2","High","High",1
"840","GEF","Seca","Valle del Cauca","S_V_AA_38","Tyrannidae","Tolmomyias sulphurescens","T3P2","High","High",2
"841","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Troglodytidae","Troglodytes aedon","T3P2","High","High",1
"842","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Troglodytidae","Troglodytes aedon","T3P2","High","High",1
"843","GEF","Seca","Valle del Cauca","S_V_AA_37","Troglodytidae","Troglodytes aedon","T3P2","High","High",1
"844","GEF","Seca","Valle del Cauca","S_V_AA_39","Troglodytidae","Troglodytes aedon","T3P2","High","High",4
"845","GEF","Seca","Valle del Cauca","S_V_AA_36","Turdidae","Turdus ignobilis","T3P2","High","High",3
"846","GEF","Seca","Valle del Cauca","S_V_AA_37","Turdidae","Turdus ignobilis","T3P2","High","High",1
"847","GEF","Lluviosa","Valle del Cauca","L_V_AA_31","Tyrannidae","Tyrannus melancholicus","T3P2","High","High",2
"848","GEF","Lluviosa","Valle del Cauca","L_V_AA_32","Tyrannidae","Tyrannus melancholicus","T3P2","High","High",1
"849","GEF","Seca","Valle del Cauca","S_V_AA_36","Tyrannidae","Tyrannus melancholicus","T3P2","High","High",12
"850","GEF","Seca","Valle del Cauca","S_V_AA_36","Vireonidae","Vireo leucophrys","T3P2","High","High",3
"851","GEF","Seca","Valle del Cauca","S_V_AA_36","Furnariidae","Xiphorhynchus susurrans","T3P2","High","High",1
"852","GEF","Seca","Valle del Cauca","S_V_AA_37","Furnariidae","Xiphorhynchus susurrans","T3P2","High","High",1
"853","GEF","Seca","Valle del Cauca","S_V_AA_39","Columbidae","Zenaida auriculata","T3P2","High","High",1
"854","GEF","Lluviosa","Guajira","L_G_AA_16","Trochilidae","Amazilia tzacatl","T3P3","High","High",2
"855","GEF","Lluviosa","Guajira","L_G_AA_17","Trochilidae","Amazilia tzacatl","T3P3","High","High",1
"856","GEF","Lluviosa","Guajira","L_G_AA_18","Trochilidae","Amazilia tzacatl","T3P3","High","High",1
"857","GEF","Lluviosa","Huila","L_H_AA_22","Psittacidae","Amazona ochrocephala","T3P3","High","High",1
"858","GEF","Lluviosa","Huila","L_H_AA_23","Psittacidae","Amazona ochrocephala","T3P3","High","High",1
"859","GEF","Lluviosa","Huila","L_H_AA_24","Psittacidae","Amazona ochrocephala","T3P3","High","High",4
"860","GEF","Seca","Huila","S_H_AA_34","Psittacidae","Amazona ochrocephala","T3P3","High","High",1
"861","GEF","Seca","Huila","S_H_AA_36","Psittacidae","Amazona ochrocephala","T3P3","High","High",2
"862","GEF","Lluviosa","Huila","L_H_AA_18","Tyrannidae","Atalotriccus pilaris","T3P3","High","High",1
"863","GEF","Lluviosa","Huila","L_H_AA_21","Tyrannidae","Atalotriccus pilaris","T3P3","High","High",1
"864","GEF","Lluviosa","Huila","L_H_AA_23","Tyrannidae","Atalotriccus pilaris","T3P3","High","High",1
"865","GEF","Seca","Huila","S_H_AA_35","Tyrannidae","Atalotriccus pilaris","T3P3","High","High",2
"866","GEF","Seca","Huila","S_H_AA_36","Tyrannidae","Atalotriccus pilaris","T3P3","High","High",1
"867","GEF","Seca","Guajira","S_G_AA_17","Tyrannidae","Attila spadiceus","T3P3","High","High",1
"868","GEF","Lluviosa","Guajira","L_G_AA_17","Parulidae","Basileuterus rufifrons","T3P3","High","High",2
"869","GEF","Lluviosa","Huila","L_H_AA_18","Parulidae","Basileuterus rufifrons","T3P3","High","High",1
"870","GEF","Lluviosa","Huila","L_H_AA_21","Parulidae","Basileuterus rufifrons","T3P3","High","High",2
"871","GEF","Lluviosa","Huila","L_H_AA_22","Parulidae","Basileuterus rufifrons","T3P3","High","High",3
"872","GEF","Lluviosa","Huila","L_H_AA_23","Parulidae","Basileuterus rufifrons","T3P3","High","High",3
"873","GEF","Lluviosa","Huila","L_H_AA_24","Parulidae","Basileuterus rufifrons","T3P3","High","High",1
"874","GEF","Seca","Huila","S_H_AA_34","Parulidae","Basileuterus rufifrons","T3P3","High","High",1
"875","GEF","Seca","Huila","S_H_AA_35","Parulidae","Basileuterus rufifrons","T3P3","High","High",1
"876","GEF","Seca","Huila","S_H_AA_35","Psittacidae","Brotogeris jugularis","T3P3","High","High",1
"877","GEF","Lluviosa","Guajira","L_G_AA_16","Icteridae","Cacicus cela","T3P3","High","High",1
"878","GEF","Seca","Guajira","S_G_AA_18","Tyrannidae","Camptostoma obsoletum","T3P3","High","High",1
"879","GEF","Lluviosa","Guajira","L_G_AA_16","Troglodytidae","Cantorchilus leucotis","T3P3","High","High",2
"880","GEF","Lluviosa","Guajira","L_G_AA_18","Troglodytidae","Cantorchilus leucotis","T3P3","High","High",2
"881","GEF","Seca","Guajira","S_G_AA_17","Troglodytidae","Cantorchilus leucotis","T3P3","High","High",1
"882","GEF","Seca","Guajira","S_G_AA_18","Troglodytidae","Cantorchilus leucotis","T3P3","High","High",1
"883","GEF","Lluviosa","Huila","L_H_AA_21","Furnariidae","Certhiaxis cinnamomeus","T3P3","High","High",1
"884","GEF","Seca","Guajira","S_G_AA_17","Trochilidae","Chalybura buffonii","T3P3","High","High",1
"885","GEF","Lluviosa","Guajira","L_G_AA_16","Pipridae","Chiroxiphia lanceolata","T3P3","High","High",10
"886","GEF","Lluviosa","Guajira","L_G_AA_17","Pipridae","Chiroxiphia lanceolata","T3P3","High","High",1
"887","GEF","Lluviosa","Guajira","L_G_AA_18","Pipridae","Chiroxiphia lanceolata","T3P3","High","High",7
"888","GEF","Seca","Guajira","S_G_AA_17","Pipridae","Chiroxiphia lanceolata","T3P3","High","High",2
"889","GEF","Seca","Guajira","S_G_AA_18","Pipridae","Chiroxiphia lanceolata","T3P3","High","High",2
"890","GEF","Lluviosa","Huila","L_H_AA_23","Trochilidae","Chlorostilbon gibsoni","T3P3","High","High",1
"891","GEF","Seca","Guajira","S_G_AA_18","Columbidae","Claravis pretiosa","T3P3","High","High",2
"892","GEF","Lluviosa","Huila","L_H_AA_22","Tyrannidae","Cnemotriccus fuscatus","T3P3","High","High",1
"893","GEF","Seca","Huila","S_H_AA_34","Tyrannidae","Cnemotriccus fuscatus","T3P3","High","High",1
"894","GEF","Seca","Huila","S_H_AA_35","Tyrannidae","Cnemotriccus fuscatus","T3P3","High","High",1
"895","GEF","Lluviosa","Guajira","L_G_AA_16","Thraupidae","Coereba flaveola","T3P3","High","High",5
"896","GEF","Lluviosa","Huila","L_H_AA_18","Thraupidae","Coereba flaveola","T3P3","High","High",1
"897","GEF","Lluviosa","Huila","L_H_AA_23","Thraupidae","Coereba flaveola","T3P3","High","High",1
"898","GEF","Lluviosa","Huila","L_H_AA_24","Thraupidae","Coereba flaveola","T3P3","High","High",1
"899","GEF","Lluviosa","Huila","L_H_AA_24","Odontophoridae","Colinus cristatus","T3P3","High","High",2
"900","GEF","Seca","Guajira","S_G_AA_17","Columbidae","Columbina minuta","T3P3","High","High",2
"901","GEF","Seca","Huila","S_H_AA_36","Thraupidae","Conirostrum leucogenys","T3P3","High","High",1
"902","GEF","Lluviosa","Huila","L_H_AA_18","Tyrannidae","Contopus virens","T3P3","High","High",1
"903","GEF","Lluviosa","Huila","L_H_AA_22","Tinamidae","Crypturellus soui","T3P3","High","High",1
"904","GEF","Lluviosa","Huila","L_H_AA_23","Tinamidae","Crypturellus soui","T3P3","High","High",1
"905","GEF","Seca","Guajira","S_G_AA_17","Tinamidae","Crypturellus soui","T3P3","High","High",1
"906","GEF","Seca","Guajira","S_G_AA_18","Tinamidae","Crypturellus soui","T3P3","High","High",1
"907","GEF","Seca","Guajira","S_G_AA_18","Cardinalidae","Cyanocompsa cyanoides","T3P3","High","High",1
"908","GEF","Lluviosa","Huila","L_H_AA_21","Corvidae","Cyanocorax affinis","T3P3","High","High",1
"909","GEF","Lluviosa","Huila","L_H_AA_23","Corvidae","Cyanocorax affinis","T3P3","High","High",1
"910","GEF","Lluviosa","Huila","L_H_AA_24","Corvidae","Cyanocorax affinis","T3P3","High","High",1
"911","GEF","Lluviosa","Huila","L_H_AA_18","Vireonidae","Cyclarhis gujanensis","T3P3","High","High",1
"912","GEF","Seca","Huila","S_H_AA_36","Thraupidae","Dacnis cayana","T3P3","High","High",1
"913","GEF","Lluviosa","Huila","L_H_AA_22","Thraupidae","Dacnis lineata","T3P3","High","High",1
"914","GEF","Lluviosa","Huila","L_H_AA_23","Thraupidae","Dacnis lineata","T3P3","High","High",1
"915","GEF","Seca","Huila","S_H_AA_35","Trochilidae","Damophila julie","T3P3","High","High",1
"916","GEF","Seca","Huila","S_H_AA_35","Furnariidae","Dendroplex picus","T3P3","High","High",1
"917","GEF","Lluviosa","Guajira","L_G_AA_16","Pipridae","Dixiphia erythrocephala","T3P3","High","High",1
"918","GEF","Lluviosa","Huila","L_H_AA_23","Picidae","Dryocopus lineatus","T3P3","High","High",1
"919","GEF","Seca","Huila","S_H_AA_36","Tyrannidae","Elaenia flavogaster","T3P3","High","High",1
"920","GEF","Lluviosa","Huila","L_H_AA_21","Thraupidae","Eucometis penicillata","T3P3","High","High",1
"921","GEF","Lluviosa","Huila","L_H_AA_22","Thraupidae","Eucometis penicillata","T3P3","High","High",1
"922","GEF","Lluviosa","Guajira","L_G_AA_18","Thraupidae","Euphonia laniirostris","T3P3","High","High",3
"923","GEF","Seca","Guajira","S_G_AA_17","Thraupidae","Euphonia trinitatis","T3P3","High","High",2
"924","GEF","Lluviosa","Guajira","L_G_AA_18","Trochilidae","Florisuga mellivora","T3P3","High","High",2
"925","GEF","Lluviosa","Guajira","L_G_AA_18","Thamnophilidae","Formicivora intermedia","T3P3","High","High",1
"926","GEF","Seca","Huila","S_H_AA_36","Thamnophilidae","Formicivora intermedia","T3P3","High","High",1
"927","GEF","Seca","Huila","S_H_AA_35","Psittacidae","Forpus conspicillatus","T3P3","High","High",1
"928","GEF","Seca","Guajira","S_G_AA_18","Galbulidae","Galbula ruficauda","T3P3","High","High",2
"929","GEF","Seca","Huila","S_H_AA_34","Galbulidae","Galbula ruficauda","T3P3","High","High",1
"930","GEF","Lluviosa","Guajira","L_G_AA_17","Trochilidae","Glaucis hirsutus","T3P3","High","High",1
"931","GEF","Lluviosa","Guajira","L_G_AA_18","Trochilidae","Glaucis hirsutus","T3P3","High","High",1
"932","GEF","Seca","Guajira","S_G_AA_18","Trochilidae","Glaucis hirsutus","T3P3","High","High",1
"933","GEF","Seca","Huila","S_H_AA_34","Trochilidae","Glaucis hirsutus","T3P3","High","High",1
"934","GEF","Lluviosa","Guajira","L_G_AA_18","Tyrannidae","Hemitriccus margaritaceiventer","T3P3","High","High",1
"935","GEF","Lluviosa","Huila","L_H_AA_23","Tyrannidae","Hemitriccus margaritaceiventer","T3P3","High","High",1
"936","GEF","Lluviosa","Huila","L_H_AA_24","Tyrannidae","Hemitriccus margaritaceiventer","T3P3","High","High",1
"937","GEF","Lluviosa","Guajira","L_G_AA_18","Trochilidae","Hylocharis cyanus","T3P3","High","High",1
"938","GEF","Lluviosa","Huila","L_H_AA_24","Trochilidae","Hylocharis grayi","T3P3","High","High",2
"939","GEF","Lluviosa","Huila","L_H_AA_18","Vireonidae","Hylophilus flavipes","T3P3","High","High",1
"940","GEF","Lluviosa","Huila","L_H_AA_21","Vireonidae","Hylophilus flavipes","T3P3","High","High",3
"941","GEF","Lluviosa","Huila","L_H_AA_22","Vireonidae","Hylophilus flavipes","T3P3","High","High",2
"942","GEF","Lluviosa","Huila","L_H_AA_23","Vireonidae","Hylophilus flavipes","T3P3","High","High",2
"943","GEF","Lluviosa","Huila","L_H_AA_24","Vireonidae","Hylophilus flavipes","T3P3","High","High",1
"944","GEF","Lluviosa","Huila","L_H_AA_23","Tyrannidae","Legatus leucophaius","T3P3","High","High",1
"945","GEF","Seca","Huila","S_H_AA_35","Tyrannidae","Legatus leucophaius","T3P3","High","High",1
"946","GEF","Lluviosa","Huila","L_H_AA_18","Furnariidae","Lepidocolaptes souleyetii","T3P3","High","High",1
"947","GEF","Lluviosa","Huila","L_H_AA_18","Tyrannidae","Leptopogon amaurocephalus","T3P3","High","High",1
"948","GEF","Lluviosa","Huila","L_H_AA_23","Tyrannidae","Leptopogon amaurocephalus","T3P3","High","High",1
"949","GEF","Seca","Huila","S_H_AA_34","Tyrannidae","Leptopogon amaurocephalus","T3P3","High","High",1
"950","GEF","Lluviosa","Huila","L_H_AA_18","Columbidae","Leptotila verreauxi","T3P3","High","High",1
"951","GEF","Seca","Guajira","S_G_AA_17","Columbidae","Leptotila verreauxi","T3P3","High","High",2
"952","GEF","Seca","Huila","S_H_AA_34","Columbidae","Leptotila verreauxi","T3P3","High","High",1
"953","GEF","Seca","Huila","S_H_AA_35","Columbidae","Leptotila verreauxi","T3P3","High","High",2
"954","GEF","Seca","Huila","S_H_AA_36","Columbidae","Leptotila verreauxi","T3P3","High","High",1
"955","GEF","Lluviosa","Guajira","L_G_AA_16","Pipridae","Manacus manacus","T3P3","High","High",1
"956","GEF","Seca","Guajira","S_G_AA_17","Pipridae","Manacus manacus","T3P3","High","High",1
"957","GEF","Seca","Guajira","S_G_AA_18","Pipridae","Manacus manacus","T3P3","High","High",2
"958","GEF","Lluviosa","Guajira","L_G_AA_16","Tyrannidae","Megarynchus pitangua","T3P3","High","High",1
"959","GEF","Seca","Huila","S_H_AA_35","Tyrannidae","Megarynchus pitangua","T3P3","High","High",1
"960","GEF","Lluviosa","Guajira","L_G_AA_18","Troglodytidae","Microcerculus marginatus","T3P3","High","High",1
"961","GEF","Seca","Huila","S_H_AA_36","Tyrannidae","Myiarchus apicalis","T3P3","High","High",1
"962","GEF","Seca","Huila","S_H_AA_35","Tyrannidae","Myiarchus tuberculifer","T3P3","High","High",1
"963","GEF","Lluviosa","Huila","L_H_AA_21","Parulidae","Myiothlypis fulvicauda","T3P3","High","High",1
"964","GEF","Lluviosa","Huila","L_H_AA_22","Parulidae","Myiothlypis fulvicauda","T3P3","High","High",1
"965","GEF","Seca","Huila","S_H_AA_36","Tyrannidae","Myiozetetes cayanensis","T3P3","High","High",1
"966","GEF","Lluviosa","Guajira","L_G_AA_18","Thamnophilidae","Myrmeciza longipes","T3P3","High","High",1
"967","GEF","Lluviosa","Huila","L_H_AA_21","Thamnophilidae","Myrmeciza longipes","T3P3","High","High",1
"968","GEF","Lluviosa","Huila","L_H_AA_22","Thamnophilidae","Myrmeciza longipes","T3P3","High","High",2
"969","GEF","Lluviosa","Huila","L_H_AA_23","Thamnophilidae","Myrmeciza longipes","T3P3","High","High",2
"970","GEF","Seca","Guajira","S_G_AA_18","Thamnophilidae","Myrmeciza longipes","T3P3","High","High",1
"971","GEF","Seca","Guajira","S_G_AA_18","Bucconidae","Notharchus hyperrhynchus ","T3P3","High","High",1
"972","GEF","Lluviosa","Guajira","L_G_AA_17","Tityridae","Onychorhynchus mexicanus","T3P3","High","High",1
"973","GEF","Seca","Guajira","S_G_AA_18","Tityridae","Onychorhynchus mexicanus","T3P3","High","High",1
"974","GEF","Lluviosa","Huila","L_H_AA_21","Cracidae","Ortalis columbiana","T3P3","High","High",2
"975","GEF","Lluviosa","Huila","L_H_AA_22","Cracidae","Ortalis columbiana","T3P3","High","High",1
"976","GEF","Seca","Huila","S_H_AA_34","Cracidae","Ortalis columbiana","T3P3","High","High",1
"977","GEF","Seca","Guajira","S_G_AA_17","Cracidae","Ortalis garrula","T3P3","High","High",5
"978","GEF","Lluviosa","Guajira","L_G_AA_16","Tityridae","Pachyramphus polychopterus","T3P3","High","High",1
"979","GEF","Seca","Guajira","S_G_AA_17","Columbidae","Patagioenas cayennensis","T3P3","High","High",1
"980","GEF","Lluviosa","Guajira","L_G_AA_16","Trochilidae","Phaethornis striigularis","T3P3","High","High",1
"981","GEF","Lluviosa","Huila","L_H_AA_22","Tyrannidae","Phyllomyias nigrocapillus","T3P3","High","High",1
"982","GEF","Lluviosa","Huila","L_H_AA_23","Tyrannidae","Phyllomyias nigrocapillus","T3P3","High","High",1
"983","GEF","Seca","Huila","S_H_AA_34","Picidae","Picumnus olivaceus","T3P3","High","High",1
