"","Proyecto","Estacion","Departamento","CodPuntoConteo","Familia","Especie","PlotAsoc","Trans_c","Perm_c","individuos"
"984","GEF","Lluviosa","Huila","L_H_AA_21","Tyrannidae","Poecilotriccus sylvia","T3P3","High","High",1
"985","GEF","Lluviosa","Guajira","L_G_AA_18","Polioptilidae","Polioptila plumbea","T3P3","High","High",1
"986","GEF","Lluviosa","Huila","L_H_AA_18","Polioptilidae","Polioptila plumbea","T3P3","High","High",1
"987","GEF","Lluviosa","Huila","L_H_AA_22","Icteridae","Psarocolius decumanus","T3P3","High","High",1
"988","GEF","Lluviosa","Guajira","L_G_AA_18","Polioptilidae","Ramphocaenus melanurus","T3P3","High","High",1
"989","GEF","Seca","Guajira","S_G_AA_17","Polioptilidae","Ramphocaenus melanurus","T3P3","High","High",1
"990","GEF","Lluviosa","Guajira","L_G_AA_16","Thraupidae","Ramphocelus dimidiatus","T3P3","High","High",1
"991","GEF","Lluviosa","Guajira","L_G_AA_17","Thraupidae","Ramphocelus dimidiatus","T3P3","High","High",1
"992","GEF","Seca","Guajira","S_G_AA_18","Thraupidae","Ramphocelus dimidiatus","T3P3","High","High",2
"993","GEF","Lluviosa","Huila","L_H_AA_18","Accipitridae","Rupornis magnirostris","T3P3","High","High",1
"994","GEF","Seca","Guajira","S_G_AA_17","Accipitridae","Rupornis magnirostris","T3P3","High","High",1
"995","GEF","Lluviosa","Huila","L_H_AA_18","Cardinalidae","Saltator striatipectus","T3P3","High","High",1
"996","GEF","Lluviosa","Huila","L_H_AA_22","Cardinalidae","Saltator striatipectus","T3P3","High","High",2
"997","GEF","Lluviosa","Huila","L_H_AA_23","Cardinalidae","Saltator striatipectus","T3P3","High","High",1
"998","GEF","Lluviosa","Huila","L_H_AA_24","Cardinalidae","Saltator striatipectus","T3P3","High","High",2
"999","GEF","Seca","Huila","S_H_AA_34","Cardinalidae","Saltator striatipectus","T3P3","High","High",1
"1000","GEF","Seca","Huila","S_H_AA_36","Cardinalidae","Saltator striatipectus","T3P3","High","High",1
"1001","GEF","Lluviosa","Guajira","L_G_AA_16","Tityridae","Schiffornis veraepacis","T3P3","High","High",1
"1002","GEF","Lluviosa","Guajira","L_G_AA_17","Parulidae","Setophaga pitiayumi","T3P3","High","High",1
"1003","GEF","Lluviosa","Huila","L_H_AA_21","Thraupidae","Sporophila intermedia","T3P3","High","High",1
"1004","GEF","Lluviosa","Huila","L_H_AA_22","Thraupidae","Sporophila intermedia","T3P3","High","High",2
"1005","GEF","Lluviosa","Huila","L_H_AA_23","Thraupidae","Sporophila intermedia","T3P3","High","High",2
"1006","GEF","Lluviosa","Huila","L_H_AA_24","Thraupidae","Sporophila schistacea","T3P3","High","High",1
"1007","GEF","Lluviosa","Guajira","L_G_AA_18","Tyrannidae","Sublegatus arenarum","T3P3","High","High",1
"1008","GEF","Lluviosa","Huila","L_H_AA_24","Thraupidae","Tangara gyrola","T3P3","High","High",1
"1009","GEF","Seca","Huila","S_H_AA_34","Thraupidae","Tangara vitriolina","T3P3","High","High",1
"1010","GEF","Seca","Huila","S_H_AA_35","Thraupidae","Tangara vitriolina","T3P3","High","High",1
"1011","GEF","Seca","Guajira","S_G_AA_17","Cuculidae","Tapera naevia","T3P3","High","High",1
"1012","GEF","Lluviosa","Guajira","L_G_AA_18","Tyrannidae","Terenotriccus erythrurus","T3P3","High","High",2
"1013","GEF","Lluviosa","Guajira","L_G_AA_18","Thraupidae","Tersina viridis","T3P3","High","High",1
"1014","GEF","Seca","Huila","S_H_AA_34","Thamnophilidae","Thamnophilus atrinucha","T3P3","High","High",1
"1015","GEF","Seca","Huila","S_H_AA_36","Thamnophilidae","Thamnophilus atrinucha","T3P3","High","High",1
"1016","GEF","Lluviosa","Guajira","L_G_AA_16","Thamnophilidae","Thamnophilus doliatus","T3P3","High","High",1
"1017","GEF","Lluviosa","Huila","L_H_AA_21","Thamnophilidae","Thamnophilus doliatus","T3P3","High","High",3
"1018","GEF","Lluviosa","Huila","L_H_AA_22","Thamnophilidae","Thamnophilus doliatus","T3P3","High","High",2
"1019","GEF","Lluviosa","Huila","L_H_AA_23","Thamnophilidae","Thamnophilus doliatus","T3P3","High","High",1
"1020","GEF","Lluviosa","Guajira","L_G_AA_17","Thraupidae","Thraupis episcopus","T3P3","High","High",1
"1021","GEF","Seca","Huila","S_H_AA_36","Thraupidae","Thraupis episcopus","T3P3","High","High",1
"1022","GEF","Lluviosa","Guajira","L_G_AA_18","Thraupidae","Thraupis palmarum","T3P3","High","High",2
"1023","GEF","Lluviosa","Huila","L_H_AA_22","Thraupidae","Tiaris bicolor","T3P3","High","High",1
"1024","GEF","Lluviosa","Huila","L_H_AA_23","Thraupidae","Tiaris bicolor","T3P3","High","High",1
"1025","GEF","Seca","Huila","S_H_AA_36","Tyrannidae","Todirostrum cinereum ","T3P3","High","High",1
"1026","GEF","Lluviosa","Guajira","L_G_AA_16","Tyrannidae","Tolmomyias flaviventris","T3P3","High","High",1
"1027","GEF","Lluviosa","Guajira","L_G_AA_18","Tyrannidae","Tolmomyias sulphurescens","T3P3","High","High",1
"1028","GEF","Lluviosa","Huila","L_H_AA_18","Tyrannidae","Tolmomyias sulphurescens","T3P3","High","High",1
"1029","GEF","Lluviosa","Huila","L_H_AA_21","Tyrannidae","Tolmomyias sulphurescens","T3P3","High","High",1
"1030","GEF","Lluviosa","Huila","L_H_AA_22","Tyrannidae","Tolmomyias sulphurescens","T3P3","High","High",2
"1031","GEF","Lluviosa","Huila","L_H_AA_23","Tyrannidae","Tolmomyias sulphurescens","T3P3","High","High",4
"1032","GEF","Seca","Huila","S_H_AA_34","Tyrannidae","Tolmomyias sulphurescens","T3P3","High","High",1
"1033","GEF","Seca","Huila","S_H_AA_35","Tyrannidae","Tolmomyias sulphurescens","T3P3","High","High",1
"1034","GEF","Seca","Huila","S_H_AA_36","Tyrannidae","Tolmomyias sulphurescens","T3P3","High","High",1
"1035","GEF","Lluviosa","Huila","L_H_AA_18","Troglodytidae","Troglodytes aedon","T3P3","High","High",1
"1036","GEF","Lluviosa","Huila","L_H_AA_23","Troglodytidae","Troglodytes aedon","T3P3","High","High",1
"1037","GEF","Lluviosa","Huila","L_H_AA_18","Turdidae","Turdus leucomelas","T3P3","High","High",1
"1038","GEF","Lluviosa","Huila","L_H_AA_21","Turdidae","Turdus leucomelas","T3P3","High","High",1
"1039","GEF","Lluviosa","Huila","L_H_AA_22","Turdidae","Turdus leucomelas","T3P3","High","High",1
"1040","GEF","Seca","Huila","S_H_AA_34","Turdidae","Turdus leucomelas","T3P3","High","High",1
"1041","GEF","Seca","Huila","S_H_AA_36","Turdidae","Turdus leucomelas","T3P3","High","High",1
"1042","GEF","Lluviosa","Guajira","L_G_AA_18","Tyrannidae","Tyrannulus elatus","T3P3","High","High",1
"1043","GEF","Lluviosa","Huila","L_H_AA_18","Tyrannidae","Tyrannulus elatus","T3P3","High","High",1
"1044","GEF","Seca","Guajira","S_G_AA_18","Tyrannidae","Tyrannulus elatus","T3P3","High","High",2
"1045","GEF","Seca","Huila","S_H_AA_35","Tyrannidae","Tyrannulus elatus","T3P3","High","High",2
"1046","GEF","Seca","Huila","S_H_AA_36","Tyrannidae","Tyrannulus elatus","T3P3","High","High",1
"1047","GEF","Seca","Guajira","S_G_AA_17","Tyrannidae","Tyrannus melancholicus","T3P3","High","High",2
"1048","GEF","Seca","Huila","S_H_AA_35","Tyrannidae","Tyrannus melancholicus","T3P3","High","High",1
"1049","GEF","Seca","Huila","S_H_AA_36","Tyrannidae","Tyrannus melancholicus","T3P3","High","High",1
"1050","GEF","Seca","Huila","S_H_AA_34","Tyrannidae","Tyrannus tyrannus","T3P3","High","High",1
"1051","GEF","Seca","Guajira","S_G_AA_17","Charadriidae","Vanellus chilensis","T3P3","High","High",2
"1052","GEF","Lluviosa","Huila","L_H_AA_18","Vireonidae","Vireo olivaceus","T3P3","High","High",1
"1053","GEF","Lluviosa","Guajira","L_G_AA_16","Furnariidae","Xiphorhynchus susurrans","T3P3","High","High",1
"1054","GEF","Lluviosa","Guajira","L_G_AA_17","Furnariidae","Xiphorhynchus susurrans","T3P3","High","High",1
"1055","GEF","Seca","Guajira","S_G_AA_17","Furnariidae","Xiphorhynchus susurrans","T3P3","High","High",2
"1056","GEF","Seca","Guajira","S_G_AA_18","Furnariidae","Xiphorhynchus susurrans","T3P3","High","High",1
"1057","GEF","Seca","Huila","S_H_AA_34","Furnariidae","Xiphorhynchus susurrans","T3P3","High","High",1
"1058","GEF","Lluviosa","Guajira","L_G_BA_7","Tyrannidae","Atalotriccus pilaris","T2P1","Low","High",1
"1059","GEF","Lluviosa","Guajira","L_G_BA_8","Tyrannidae","Atalotriccus pilaris","T2P1","Low","High",1
"1060","GEF","Lluviosa","Guajira","L_G_BA_9","Tyrannidae","Atalotriccus pilaris","T2P1","Low","High",1
"1061","GEF","Seca","Guajira","S_G_BA_6","Tyrannidae","Atalotriccus pilaris","T2P1","Low","High",1
"1062","GEF","Lluviosa","Guajira","L_G_BA_10","Parulidae","Basileuterus rufifrons","T2P1","Low","High",1
"1063","GEF","Lluviosa","Guajira","L_G_BA_5","Parulidae","Basileuterus rufifrons","T2P1","Low","High",1
"1064","GEF","Lluviosa","Guajira","L_G_BA_6","Parulidae","Basileuterus rufifrons","T2P1","Low","High",3
"1065","GEF","Lluviosa","Guajira","L_G_BA_7","Parulidae","Basileuterus rufifrons","T2P1","Low","High",1
"1066","GEF","Lluviosa","Guajira","L_G_BA_9","Parulidae","Basileuterus rufifrons","T2P1","Low","High",1
"1067","GEF","Lluviosa","Guajira","L_G_BA_5","Troglodytidae","Cantorchilus leucotis","T2P1","Low","High",2
"1068","GEF","Lluviosa","Guajira","L_G_BA_6","Troglodytidae","Cantorchilus leucotis","T2P1","Low","High",1
"1069","GEF","Lluviosa","Guajira","L_G_BA_7","Troglodytidae","Cantorchilus leucotis","T2P1","Low","High",1
"1070","GEF","Lluviosa","Guajira","L_G_BA_8","Troglodytidae","Cantorchilus leucotis","T2P1","Low","High",4
"1071","GEF","Seca","Guajira","S_G_BA_6","Troglodytidae","Cantorchilus leucotis","T2P1","Low","High",1
"1072","GEF","Seca","Guajira","S_G_BA_7","Troglodytidae","Cantorchilus leucotis","T2P1","Low","High",1
"1073","GEF","Lluviosa","Guajira","L_G_BA_3","Trochilidae","Chalybura buffonii","T2P1","Low","High",1
"1074","GEF","Lluviosa","Guajira","L_G_BA_6","Trochilidae","Chalybura buffonii","T2P1","Low","High",2
"1075","GEF","Seca","Guajira","S_G_BA_6","Trochilidae","Chalybura buffonii","T2P1","Low","High",1
"1076","GEF","Seca","Guajira","S_G_BA_8","Trochilidae","Chalybura buffonii","T2P1","Low","High",1
"1077","GEF","Lluviosa","Guajira","L_G_BA_30","Pipridae","Chiroxiphia lanceolata","T2P1","Low","High",2
"1078","GEF","Lluviosa","Guajira","L_G_BA_4","Pipridae","Chiroxiphia lanceolata","T2P1","Low","High",1
"1079","GEF","Lluviosa","Guajira","L_G_BA_8","Pipridae","Chiroxiphia lanceolata","T2P1","Low","High",3
"1080","GEF","Lluviosa","Guajira","L_G_BA_9","Pipridae","Chiroxiphia lanceolata","T2P1","Low","High",4
"1081","GEF","Seca","Guajira","S_G_BA_6","Pipridae","Chiroxiphia lanceolata","T2P1","Low","High",1
"1082","GEF","Lluviosa","Guajira","L_G_BA_8","Trochilidae","Chlorostilbon gibsoni","T2P1","Low","High",1
"1083","GEF","Lluviosa","Guajira","L_G_BA_9","Trochilidae","Chrysolampis mosquitus","T2P1","Low","High",1
"1084","GEF","Lluviosa","Guajira","L_G_BA_4","Tyrannidae","Cnemotriccus fuscatus","T2P1","Low","High",2
"1085","GEF","Seca","Guajira","S_G_BA_6","Tyrannidae","Cnemotriccus fuscatus","T2P1","Low","High",1
"1086","GEF","Seca","Guajira","S_G_BA_8","Tyrannidae","Cnemotriccus fuscatus","T2P1","Low","High",1
"1087","GEF","Lluviosa","Guajira","L_G_BA_8","Thraupidae","Coereba flaveola","T2P1","Low","High",4
"1088","GEF","Seca","Guajira","S_G_BA_6","Thraupidae","Coereba flaveola","T2P1","Low","High",1
"1089","GEF","Lluviosa","Guajira","L_G_BA_7","Tinamidae","Crypturellus soui","T2P1","Low","High",1
"1090","GEF","Lluviosa","Guajira","L_G_BA_8","Tinamidae","Crypturellus soui","T2P1","Low","High",1
"1091","GEF","Seca","Guajira","S_G_BA_6","Thraupidae","Cyanerpes cyaneus","T2P1","Low","High",1
"1092","GEF","Seca","Guajira","S_G_BA_6","Corvidae","Cyanocorax affinis","T2P1","Low","High",1
"1093","GEF","Lluviosa","Guajira","L_G_BA_10","Pipridae","Dixiphia erythrocephala","T2P1","Low","High",1
"1094","GEF","Lluviosa","Guajira","L_G_BA_3","Pipridae","Dixiphia erythrocephala","T2P1","Low","High",1
"1095","GEF","Lluviosa","Guajira","L_G_BA_31","Pipridae","Dixiphia erythrocephala","T2P1","Low","High",2
"1096","GEF","Lluviosa","Guajira","L_G_BA_8","Pipridae","Dixiphia erythrocephala","T2P1","Low","High",4
"1097","GEF","Lluviosa","Guajira","L_G_BA_9","Pipridae","Dixiphia erythrocephala","T2P1","Low","High",2
"1098","GEF","Seca","Guajira","S_G_BA_8","Pipridae","Dixiphia erythrocephala","T2P1","Low","High",1
"1099","GEF","Lluviosa","Guajira","L_G_BA_10","Thraupidae","Eucometis penicillata","T2P1","Low","High",3
"1100","GEF","Lluviosa","Guajira","L_G_BA_31","Thraupidae","Eucometis penicillata","T2P1","Low","High",3
"1101","GEF","Lluviosa","Guajira","L_G_BA_9","Thraupidae","Eucometis penicillata","T2P1","Low","High",2
"1102","GEF","Lluviosa","Guajira","L_G_BA_30","Thraupidae","Euphonia laniirostris","T2P1","Low","High",1
"1103","GEF","Seca","Guajira","S_G_BA_6","Thraupidae","Euphonia laniirostris","T2P1","Low","High",1
"1104","GEF","Lluviosa","Guajira","L_G_BA_6","Thraupidae","Euphonia trinitatis","T2P1","Low","High",1
"1105","GEF","Seca","Guajira","S_G_BA_6","Trochilidae","Florisuga mellivora","T2P1","Low","High",1
"1106","GEF","Seca","Guajira","S_G_BA_8","Trochilidae","Florisuga mellivora","T2P1","Low","High",1
"1107","GEF","Lluviosa","Guajira","L_G_BA_30","Thamnophilidae","Formicivora intermedia","T2P1","Low","High",1
"1108","GEF","Lluviosa","Guajira","L_G_BA_8","Thamnophilidae","Formicivora intermedia","T2P1","Low","High",1
"1109","GEF","Seca","Guajira","S_G_BA_6","Galbulidae","Galbula ruficauda","T2P1","Low","High",1
"1110","GEF","Seca","Guajira","S_G_BA_7","Galbulidae","Galbula ruficauda","T2P1","Low","High",1
"1111","GEF","Lluviosa","Guajira","L_G_BA_31","Trochilidae","Glaucis hirsutus","T2P1","Low","High",1
"1112","GEF","Lluviosa","Guajira","L_G_BA_7","Trochilidae","Glaucis hirsutus","T2P1","Low","High",2
"1113","GEF","Seca","Guajira","S_G_BA_8","Trochilidae","Glaucis hirsutus","T2P1","Low","High",1
"1114","GEF","Lluviosa","Guajira","L_G_BA_9","Trochilidae","Hylocharis cyanus","T2P1","Low","High",1
"1115","GEF","Seca","Guajira","S_G_BA_6","Trochilidae","Hylocharis cyanus","T2P1","Low","High",1
"1116","GEF","Seca","Guajira","S_G_BA_7","Trochilidae","Hylocharis cyanus","T2P1","Low","High",1
"1117","GEF","Seca","Guajira","S_G_BA_8","Trochilidae","Hylocharis cyanus","T2P1","Low","High",1
"1118","GEF","Lluviosa","Guajira","L_G_BA_9","Furnariidae","Lepidocolaptes souleyetii","T2P1","Low","High",1
"1119","GEF","Seca","Guajira","S_G_BA_6","Tyrannidae","Leptopogon amaurocephalus","T2P1","Low","High",1
"1120","GEF","Lluviosa","Guajira","L_G_BA_5","Columbidae","Leptotila verreauxi","T2P1","Low","High",1
"1121","GEF","Seca","Guajira","S_G_BA_6","Columbidae","Leptotila verreauxi","T2P1","Low","High",1
"1122","GEF","Seca","Guajira","S_G_BA_7","Columbidae","Leptotila verreauxi","T2P1","Low","High",1
"1123","GEF","Lluviosa","Guajira","L_G_BA_30","Pipridae","Manacus manacus","T2P1","Low","High",4
"1124","GEF","Lluviosa","Guajira","L_G_BA_8","Pipridae","Manacus manacus","T2P1","Low","High",2
"1125","GEF","Lluviosa","Guajira","L_G_BA_4","Troglodytidae","Microcerculus marginatus","T2P1","Low","High",1
"1126","GEF","Lluviosa","Guajira","L_G_BA_6","Troglodytidae","Microcerculus marginatus","T2P1","Low","High",1
"1127","GEF","Lluviosa","Guajira","L_G_BA_9","Troglodytidae","Microcerculus marginatus","T2P1","Low","High",1
"1128","GEF","Seca","Guajira","S_G_BA_6","Troglodytidae","Microcerculus marginatus","T2P1","Low","High",1
"1129","GEF","Seca","Guajira","S_G_BA_8","Troglodytidae","Microcerculus marginatus","T2P1","Low","High",1
"1130","GEF","Lluviosa","Guajira","L_G_BA_9","Tyrannidae","Mionectes oleagineus","T2P1","Low","High",1
"1131","GEF","Seca","Guajira","S_G_BA_6","Tyrannidae","Myiarchus tuberculifer","T2P1","Low","High",1
"1132","GEF","Lluviosa","Guajira","L_G_BA_30","Tyrannidae","Myiodynastes maculatus","T2P1","Low","High",2
"1133","GEF","Seca","Guajira","S_G_BA_8","Tyrannidae","Myiopagis gaimardii","T2P1","Low","High",1
"1134","GEF","Seca","Guajira","S_G_BA_7","Thamnophilidae","Myrmeciza longipes","T2P1","Low","High",1
"1135","GEF","Seca","Guajira","S_G_BA_7","Tityridae","Onychorhynchus mexicanus","T2P1","Low","High",1
"1136","GEF","Lluviosa","Guajira","L_G_BA_4","Tyrannidae","Ornithion brunneicapillus","T2P1","Low","High",1
"1137","GEF","Lluviosa","Guajira","L_G_BA_7","Tyrannidae","Ornithion brunneicapillus","T2P1","Low","High",1
"1138","GEF","Seca","Guajira","S_G_BA_8","Tyrannidae","Ornithion brunneicapillus","T2P1","Low","High",1
"1139","GEF","Seca","Guajira","S_G_BA_7","Tityridae","Pachyramphus cinnamomeus","T2P1","Low","High",1
"1140","GEF","Lluviosa","Guajira","L_G_BA_8","Tityridae","Pachyramphus polychopterus","T2P1","Low","High",1
"1141","GEF","Lluviosa","Guajira","L_G_BA_7","Columbidae","Patagioenas cayennensis","T2P1","Low","High",1
"1142","GEF","Lluviosa","Guajira","L_G_BA_8","Columbidae","Patagioenas cayennensis","T2P1","Low","High",1
"1143","GEF","Lluviosa","Guajira","L_G_BA_6","Trochilidae","Phaethornis augusti ","T2P1","Low","High",2
"1144","GEF","Lluviosa","Guajira","L_G_BA_7","Trochilidae","Phaethornis augusti ","T2P1","Low","High",2
"1145","GEF","Lluviosa","Guajira","L_G_BA_30","Trochilidae","Phaethornis striigularis","T2P1","Low","High",1
"1146","GEF","Lluviosa","Guajira","L_G_BA_8","Trochilidae","Phaethornis striigularis","T2P1","Low","High",1
"1147","GEF","Seca","Guajira","S_G_BA_6","Tyrannidae","Phyllomyias griseiceps","T2P1","Low","High",1
"1148","GEF","Seca","Guajira","S_G_BA_8","Tyrannidae","Phyllomyias griseiceps","T2P1","Low","High",1
"1149","GEF","Lluviosa","Guajira","L_G_BA_10","Cuculidae","Piaya cayana","T2P1","Low","High",1
"1150","GEF","Lluviosa","Guajira","L_G_BA_3","Polioptilidae","Polioptila plumbea","T2P1","Low","High",1
"1151","GEF","Lluviosa","Guajira","L_G_BA_8","Polioptilidae","Polioptila plumbea","T2P1","Low","High",1
"1152","GEF","Lluviosa","Guajira","L_G_BA_3","Thraupidae","Ramphocelus dimidiatus","T2P1","Low","High",4
"1153","GEF","Lluviosa","Guajira","L_G_BA_8","Thraupidae","Ramphocelus dimidiatus","T2P1","Low","High",1
"1154","GEF","Seca","Guajira","S_G_BA_8","Thraupidae","Ramphocelus dimidiatus","T2P1","Low","High",1
"1155","GEF","Lluviosa","Guajira","L_G_BA_9","Cardinalidae","Saltator coerulescens","T2P1","Low","High",1
"1156","GEF","Seca","Guajira","S_G_BA_7","Cardinalidae","Saltator coerulescens","T2P1","Low","High",1
"1157","GEF","Seca","Guajira","S_G_BA_8","Cardinalidae","Saltator coerulescens","T2P1","Low","High",1
"1158","GEF","Lluviosa","Guajira","L_G_BA_3","Cardinalidae","Saltator maximus","T2P1","Low","High",1
"1159","GEF","Seca","Guajira","S_G_BA_6","Cardinalidae","Saltator maximus","T2P1","Low","High",2
"1160","GEF","Lluviosa","Guajira","L_G_BA_10","Tityridae","Schiffornis veraepacis","T2P1","Low","High",1
"1161","GEF","Lluviosa","Guajira","L_G_BA_3","Tityridae","Schiffornis veraepacis","T2P1","Low","High",1
"1162","GEF","Lluviosa","Guajira","L_G_BA_8","Tityridae","Schiffornis veraepacis","T2P1","Low","High",1
"1163","GEF","Seca","Guajira","S_G_BA_6","Tityridae","Schiffornis veraepacis","T2P1","Low","High",1
"1164","GEF","Seca","Guajira","S_G_BA_7","Tityridae","Schiffornis veraepacis","T2P1","Low","High",1
"1165","GEF","Seca","Guajira","S_G_BA_8","Tityridae","Schiffornis veraepacis","T2P1","Low","High",1
"1166","GEF","Lluviosa","Guajira","L_G_BA_3","Parulidae","Setophaga pitiayumi","T2P1","Low","High",2
"1167","GEF","Lluviosa","Guajira","L_G_BA_7","Parulidae","Setophaga pitiayumi","T2P1","Low","High",1
"1168","GEF","Lluviosa","Guajira","L_G_BA_9","Parulidae","Setophaga pitiayumi","T2P1","Low","High",1
"1169","GEF","Seca","Guajira","S_G_BA_7","Parulidae","Setophaga pitiayumi","T2P1","Low","High",1
"1170","GEF","Lluviosa","Guajira","L_G_BA_4","Parulidae","Setophaga ruticilla","T2P1","Low","High",3
"1171","GEF","Lluviosa","Guajira","L_G_BA_5","Parulidae","Setophaga ruticilla","T2P1","Low","High",3
