"","Departamento","Estacion","Familia","Especie","PlotAsoc","Trans_c","individuos"
"2595","Bolívar","Lluviosa","Parulidae","Setophaga pitiayumi","T2P3","Low",2
"2596","Guajira","Lluviosa","Parulidae","Setophaga pitiayumi","T2P3","Low",1
"2597","Huila","Lluviosa","Parulidae","Setophaga pitiayumi","T2P3","Low",3
"2598","Bolívar","Seca","Parulidae","Setophaga pitiayumi","T2P3","Low",1
"2599","Huila","Seca","Parulidae","Setophaga pitiayumi","T2P3","Low",2
"2600","Guajira","Seca","Accipitridae","Spizaetus tyrannus ","T2P3","Low",2
"2601","Huila","Lluviosa","Thraupidae","Sporophila bouvronides","T2P3","Low",1
"2602","Huila","Lluviosa","Thraupidae","Sporophila crassirostris","T2P3","Low",1
"2603","Tolima","Seca","Thraupidae","Sporophila luctuosa","T2P3","Low",1
"2604","Tolima","Seca","Thraupidae","Sporophila minuta","T2P3","Low",1
"2605","Huila","Lluviosa","Hirundinidae","Stelgidopteryx ruficollis","T2P3","Low",1
"2606","Huila","Seca","Hirundinidae","Stelgidopteryx ruficollis","T2P3","Low",5
"2607","Bolívar","Seca","Furnariidae","Synallaxis albescens","T2P3","Low",3
"2608","Tolima","Seca","Furnariidae","Synallaxis albescens","T2P3","Low",2
"2609","Huila","Lluviosa","Thraupidae","Tachyphonus luctuosus","T2P3","Low",3
"2610","Guajira","Seca","Thraupidae","Tachyphonus luctuosus","T2P3","Low",1
"2611","Huila","Seca","Thraupidae","Tachyphonus luctuosus","T2P3","Low",3
"2612","Huila","Seca","Thraupidae","Tangara cyanicollis","T2P3","Low",1
"2613","Huila","Lluviosa","Thraupidae","Tangara vitriolina","T2P3","Low",2
"2614","Tolima","Lluviosa","Thraupidae","Tangara vitriolina","T2P3","Low",5
"2615","Huila","Seca","Thraupidae","Tangara vitriolina","T2P3","Low",6
"2616","Tolima","Seca","Thraupidae","Tangara vitriolina","T2P3","Low",4
"2617","Huila","Lluviosa","Cuculidae","Tapera naevia","T2P3","Low",1
"2618","Bolívar","Seca","Cuculidae","Tapera naevia","T2P3","Low",1
"2619","Guajira","Lluviosa","Tyrannidae","Terenotriccus erythrurus","T2P3","Low",1
"2620","Bolívar","Lluviosa","Trochilidae","Thalurania colombica","T2P3","Low",1
"2621","Bolívar","Lluviosa","Thamnophilidae","Thamnophilus atrinucha","T2P3","Low",2
"2622","Guajira","Seca","Thamnophilidae","Thamnophilus atrinucha","T2P3","Low",2
"2623","Huila","Seca","Thamnophilidae","Thamnophilus atrinucha","T2P3","Low",4
"2624","Huila","Lluviosa","Thamnophilidae","Thamnophilus doliatus","T2P3","Low",4
"2625","Tolima","Lluviosa","Thamnophilidae","Thamnophilus doliatus","T2P3","Low",7
"2626","Huila","Seca","Thamnophilidae","Thamnophilus doliatus","T2P3","Low",3
"2627","Tolima","Seca","Thamnophilidae","Thamnophilus doliatus","T2P3","Low",6
"2628","Bolívar","Seca","Thamnophilidae","Thamnophilus nigriceps","T2P3","Low",1
"2629","Guajira","Seca","Thraupidae","Thraupis episcopus","T2P3","Low",2
"2630","Huila","Seca","Thraupidae","Thraupis episcopus","T2P3","Low",8
"2631","Tolima","Seca","Thraupidae","Thraupis episcopus","T2P3","Low",5
"2632","Huila","Lluviosa","Thraupidae","Thraupis palmarum","T2P3","Low",6
"2633","Huila","Seca","Thraupidae","Thraupis palmarum","T2P3","Low",6
"2634","Guajira","Seca","Troglodytidae","Thryophilus rufalbus","T2P3","Low",2
"2635","Huila","Lluviosa","Thraupidae","Tiaris obscurus","T2P3","Low",1
"2636","Tolima","Lluviosa","Thraupidae","Tiaris obscurus","T2P3","Low",2
"2637","Huila","Lluviosa","Thraupidae","Tiaris olivaceus","T2P3","Low",1
"2638","Guajira","Lluviosa","Ardeidae","Tigrisoma lineatum","T2P3","Low",1
"2639","Tolima","Seca","Tityridae","Tityra inquisitor","T2P3","Low",1
"2640","Huila","Seca","Tyrannidae","Todirostrum cinereum ","T2P3","Low",2
"2641","Tolima","Seca","Tyrannidae","Todirostrum cinereum ","T2P3","Low",2
"2642","Bolívar","Lluviosa","Tyrannidae","Tolmomyias flaviventris","T2P3","Low",2
"2643","Bolívar","Seca","Tyrannidae","Tolmomyias flaviventris","T2P3","Low",4
"2644","Bolívar","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T2P3","Low",1
"2645","Huila","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T2P3","Low",4
"2646","Tolima","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T2P3","Low",1
"2647","Bolívar","Seca","Tyrannidae","Tolmomyias sulphurescens","T2P3","Low",2
"2648","Huila","Seca","Tyrannidae","Tolmomyias sulphurescens","T2P3","Low",3
"2649","Tolima","Seca","Tyrannidae","Tolmomyias sulphurescens","T2P3","Low",2
"2650","Bolívar","Lluviosa","Troglodytidae","Troglodytes aedon","T2P3","Low",1
"2651","Huila","Lluviosa","Troglodytidae","Troglodytes aedon","T2P3","Low",1
"2652","Huila","Seca","Troglodytidae","Troglodytes aedon","T2P3","Low",3
"2653","Huila","Seca","Turdidae","Turdus ignobilis","T2P3","Low",2
"2654","Huila","Lluviosa","Turdidae","Turdus leucomelas","T2P3","Low",4
"2655","Guajira","Seca","Turdidae","Turdus leucomelas","T2P3","Low",1
"2656","Tolima","Seca","Turdidae","Turdus leucomelas","T2P3","Low",1
"2657","Bolívar","Lluviosa","Tyrannidae","Tyrannulus elatus","T2P3","Low",1
"2658","Huila","Lluviosa","Tyrannidae","Tyrannulus elatus","T2P3","Low",2
"2659","Bolívar","Seca","Tyrannidae","Tyrannulus elatus","T2P3","Low",4
"2660","Guajira","Seca","Tyrannidae","Tyrannulus elatus","T2P3","Low",1
"2661","Huila","Seca","Tyrannidae","Tyrannulus elatus","T2P3","Low",5
"2662","Tolima","Seca","Tyrannidae","Tyrannulus elatus","T2P3","Low",1
"2663","Huila","Lluviosa","Tyrannidae","Tyrannus melancholicus","T2P3","Low",2
"2664","Bolívar","Seca","Tyrannidae","Tyrannus melancholicus","T2P3","Low",2
"2665","Huila","Seca","Tyrannidae","Tyrannus melancholicus","T2P3","Low",3
"2666","Tolima","Seca","Tyrannidae","Tyrannus melancholicus","T2P3","Low",1
"2667","Tolima","Seca","Picidae","Veniliornis kirkii","T2P3","Low",1
"2668","Guajira","Lluviosa","Vireonidae","Vireo leucophrys","T2P3","Low",1
"2669","Tolima","Lluviosa","Vireonidae","Vireo olivaceus","T2P3","Low",1
"2670","Tolima","Lluviosa","Thraupidae","Volatinia jacarina","T2P3","Low",9
"2671","Tolima","Seca","Thraupidae","Volatinia jacarina","T2P3","Low",1
"2672","Guajira","Lluviosa","Furnariidae","Xenops minutus","T2P3","Low",1
"2673","Huila","Seca","Furnariidae","Xenops minutus","T2P3","Low",1
"2674","Bolívar","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T2P3","Low",1
"2675","Huila","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T2P3","Low",2
"2676","Tolima","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T2P3","Low",2
"2677","Guajira","Seca","Furnariidae","Xiphorhynchus susurrans","T2P3","Low",3
"2678","Bolívar","Seca","Columbidae","Zenaida auriculata","T2P3","Low",1
"2679","Huila","Lluviosa","Psittacidae","Amazona ochrocephala","T1P1","Medium",2
"2680","Bolívar","Seca","Psittacidae","Amazona ochrocephala","T1P1","Medium",2
"2681","Huila","Seca","Psittacidae","Amazona ochrocephala","T1P1","Medium",16
"2682","Huila","Seca","Trochilidae","Anthracothorax nigricollis","T1P1","Medium",1
"2683","Huila","Seca","Emberizidae","Arremonops conirostris","T1P1","Medium",2
"2684","Bolívar","Lluviosa","Tyrannidae","Atalotriccus pilaris","T1P1","Medium",1
"2685","Cesar","Seca","Tyrannidae","Atalotriccus pilaris","T1P1","Medium",13
"2686","Huila","Lluviosa","Parulidae","Basileuterus rufifrons","T1P1","Medium",6
"2687","Cesar","Seca","Parulidae","Basileuterus rufifrons","T1P1","Medium",25
"2688","Huila","Seca","Parulidae","Basileuterus rufifrons","T1P1","Medium",7
"2689","Cesar","Seca","Icteridae","Cacicus cela","T1P1","Medium",2
"2690","Bolívar","Seca","Picidae","Campephilus melanoleucos","T1P1","Medium",1
"2691","Bolívar","Seca","Tyrannidae","Camptostoma obsoletum","T1P1","Medium",1
"2692","Cesar","Seca","Tyrannidae","Camptostoma obsoletum","T1P1","Medium",1
"2693","Bolívar","Seca","Troglodytidae","Campylorhynchus griseus","T1P1","Medium",1
"2694","Cesar","Seca","Troglodytidae","Campylorhynchus nuchalis","T1P1","Medium",3
"2695","Bolívar","Seca","Troglodytidae","Campylorhynchus zonatus","T1P1","Medium",1
"2696","Guajira","Lluviosa","Troglodytidae","Cantorchilus leucotis","T1P1","Medium",3
"2697","Bolívar","Seca","Troglodytidae","Cantorchilus leucotis","T1P1","Medium",2
"2698","Cesar","Seca","Troglodytidae","Cantorchilus leucotis","T1P1","Medium",18
"2699","Huila","Seca","Troglodytidae","Cantorchilus leucotis","T1P1","Medium",2
"2700","Cesar","Seca","Tyrannidae","Capsiempis flaveola","T1P1","Medium",1
"2701","Huila","Seca","Cathartidae","Cathartes burrovianus","T1P1","Medium",1
"2702","Huila","Lluviosa","Turdidae","Catharus aurantiirostris","T1P1","Medium",1
"2703","Huila","Lluviosa","Turdidae","Catharus ustulatus","T1P1","Medium",1
"2704","Cesar","Seca","Turdidae","Catharus ustulatus","T1P1","Medium",2
"2705","Cesar","Seca","Trochilidae","Chalybura buffonii","T1P1","Medium",3
"2706","Guajira","Lluviosa","Pipridae","Chiroxiphia lanceolata","T1P1","Medium",3
"2707","Bolívar","Seca","Pipridae","Chiroxiphia lanceolata","T1P1","Medium",1
"2708","Cesar","Seca","Pipridae","Chiroxiphia lanceolata","T1P1","Medium",6
"2709","Bolívar","Seca","Columbidae","Claravis pretiosa","T1P1","Medium",1
"2710","Huila","Seca","Thraupidae","Coereba flaveola","T1P1","Medium",2
"2711","Huila","Lluviosa","Odontophoridae","Colinus cristatus","T1P1","Medium",4
"2712","Huila","Seca","Odontophoridae","Colinus cristatus","T1P1","Medium",2
"2713","Cesar","Seca","Columbidae","Columbina passerina","T1P1","Medium",1
"2714","Cesar","Seca","Thraupidae","Conirostrum leucogenys","T1P1","Medium",2
"2715","Huila","Seca","Thraupidae","Conirostrum leucogenys","T1P1","Medium",2
"2716","Huila","Lluviosa","Thraupidae","Coryphospingus pileatus","T1P1","Medium",1
"2717","Cesar","Seca","Cuculidae","Crotophaga ani","T1P1","Medium",3
"2718","Guajira","Lluviosa","Tinamidae","Crypturellus soui","T1P1","Medium",1
"2719","Cesar","Seca","Tinamidae","Crypturellus soui","T1P1","Medium",5
"2720","Bolívar","Lluviosa","Corvidae","Cyanocorax affinis","T1P1","Medium",1
"2721","Cesar","Seca","Corvidae","Cyanocorax affinis","T1P1","Medium",9
"2722","Huila","Seca","Corvidae","Cyanocorax affinis","T1P1","Medium",8
"2723","Cesar","Seca","Vireonidae","Cyclarhis gujanensis","T1P1","Medium",5
"2724","Huila","Seca","Vireonidae","Cyclarhis gujanensis","T1P1","Medium",2
"2725","Guajira","Lluviosa","Thraupidae","Dacnis cayana","T1P1","Medium",1
"2726","Huila","Lluviosa","Thraupidae","Dacnis lineata","T1P1","Medium",2
"2727","Huila","Seca","Trochilidae","Damophila julie","T1P1","Medium",1
"2728","Huila","Seca","Furnariidae","Dendrocincla fuliginosa","T1P1","Medium",1
"2729","Guajira","Lluviosa","Furnariidae","Dendroplex picus","T1P1","Medium",1
"2730","Cesar","Seca","Furnariidae","Dendroplex picus","T1P1","Medium",7
"2731","Guajira","Lluviosa","Pipridae","Dixiphia erythrocephala","T1P1","Medium",1
"2732","Bolívar","Seca","Picidae","Dryocopus lineatus","T1P1","Medium",2
"2733","Huila","Seca","Picidae","Dryocopus lineatus","T1P1","Medium",1
"2734","Huila","Seca","Tyrannidae","Elaenia chiriquensis","T1P1","Medium",1
"2735","Cesar","Seca","Tyrannidae","Elaenia flavogaster","T1P1","Medium",3
"2736","Huila","Seca","Tyrannidae","Elaenia flavogaster","T1P1","Medium",6
"2737","Guajira","Lluviosa","Thraupidae","Eucometis penicillata","T1P1","Medium",2
"2738","Cesar","Seca","Thraupidae","Eucometis penicillata","T1P1","Medium",1
"2739","Huila","Seca","Thraupidae","Eucometis penicillata","T1P1","Medium",1
"2740","Cesar","Seca","Thraupidae","Euphonia laniirostris","T1P1","Medium",6
"2741","Huila","Seca","Thraupidae","Euphonia laniirostris","T1P1","Medium",1
"2742","Bolívar","Seca","Thraupidae","Euphonia trinitatis","T1P1","Medium",1
"2743","Cesar","Seca","Psittacidae","Eupsittula pertinax","T1P1","Medium",1
"2744","Huila","Seca","Trochilidae","Florisuga mellivora","T1P1","Medium",1
"2745","Huila","Seca","Thamnophilidae","Formicivora intermedia","T1P1","Medium",1
"2746","Huila","Seca","Furnariidae","Furnarius leucopus","T1P1","Medium",1
"2747","Bolívar","Lluviosa","Galbulidae","Galbula ruficauda","T1P1","Medium",1
"2748","Guajira","Lluviosa","Galbulidae","Galbula ruficauda","T1P1","Medium",1
"2749","Huila","Lluviosa","Galbulidae","Galbula ruficauda","T1P1","Medium",2
"2750","Bolívar","Seca","Galbulidae","Galbula ruficauda","T1P1","Medium",1
"2751","Cesar","Seca","Galbulidae","Galbula ruficauda","T1P1","Medium",3
"2752","Bolívar","Seca","Strigidae","Glaucidium brasilianum","T1P1","Medium",1
"2753","Bolívar","Lluviosa","Trochilidae","Glaucis hirsutus","T1P1","Medium",1
"2754","Bolívar","Seca","Trochilidae","Glaucis hirsutus","T1P1","Medium",1
"2755","Cesar","Seca","Trochilidae","Glaucis hirsutus","T1P1","Medium",2
"2756","Huila","Seca","Tyrannidae","Hemitriccus margaritaceiventer","T1P1","Medium",2
"2757","Huila","Lluviosa","Falconidae","Herpetotheres cachinnans","T1P1","Medium",1
"2758","Cesar","Seca","Falconidae","Herpetotheres cachinnans","T1P1","Medium",2
"2759","Huila","Seca","Falconidae","Herpetotheres cachinnans","T1P1","Medium",1
"2760","Guajira","Lluviosa","Trochilidae","Hylocharis cyanus","T1P1","Medium",3
"2761","Huila","Lluviosa","Vireonidae","Hylophilus flavipes","T1P1","Medium",1
"2762","Bolívar","Seca","Vireonidae","Hylophilus flavipes","T1P1","Medium",1
"2763","Cesar","Seca","Vireonidae","Hylophilus flavipes","T1P1","Medium",3
"2764","Huila","Seca","Vireonidae","Hylophilus flavipes","T1P1","Medium",1
"2765","Cesar","Seca","Icteridae","Icterus chrysater","T1P1","Medium",3
"2766","Huila","Seca","Tyrannidae","Legatus leucophaius","T1P1","Medium",2
"2767","Huila","Lluviosa","Furnariidae","Lepidocolaptes souleyetii","T1P1","Medium",1
"2768","Cesar","Seca","Furnariidae","Lepidocolaptes souleyetii","T1P1","Medium",1
"2769","Bolívar","Lluviosa","Tyrannidae","Leptopogon amaurocephalus","T1P1","Medium",1
"2770","Huila","Lluviosa","Tyrannidae","Leptopogon amaurocephalus","T1P1","Medium",2
"2771","Huila","Seca","Tyrannidae","Leptopogon amaurocephalus","T1P1","Medium",1
"2772","Bolívar","Lluviosa","Columbidae","Leptotila verreauxi","T1P1","Medium",1
"2773","Cesar","Seca","Columbidae","Leptotila verreauxi","T1P1","Medium",3
"2774","Huila","Seca","Columbidae","Leptotila verreauxi","T1P1","Medium",9
"2775","Huila","Lluviosa","Pipridae","Manacus manacus","T1P1","Medium",3
"2776","Cesar","Seca","Pipridae","Manacus manacus","T1P1","Medium",1
"2777","Huila","Seca","Pipridae","Manacus manacus","T1P1","Medium",2
"2778","Huila","Lluviosa","Tyrannidae","Megarynchus pitangua","T1P1","Medium",3
"2779","Huila","Seca","Tyrannidae","Megarynchus pitangua","T1P1","Medium",1
"2780","Bolívar","Seca","Picidae","Melanerpes rubricapillus","T1P1","Medium",2
"2781","Cesar","Seca","Picidae","Melanerpes rubricapillus","T1P1","Medium",2
"2782","Huila","Seca","Picidae","Melanerpes rubricapillus","T1P1","Medium",1
"2783","Guajira","Lluviosa","Troglodytidae","Microcerculus marginatus","T1P1","Medium",2
"2784","Cesar","Seca","Troglodytidae","Microcerculus marginatus","T1P1","Medium",1
"2785","Guajira","Lluviosa","Tyrannidae","Mionectes oleagineus","T1P1","Medium",1
"2786","Guajira","Lluviosa","Parulidae","Mniotilta varia","T1P1","Medium",1
"2787","Huila","Seca","Tyrannidae","Myiarchus apicalis","T1P1","Medium",4
"2788","Bolívar","Seca","Tyrannidae","Myiarchus tuberculifer","T1P1","Medium",1
"2789","Cesar","Seca","Tyrannidae","Myiarchus tuberculifer","T1P1","Medium",3
"2790","Huila","Seca","Tyrannidae","Myiarchus tuberculifer","T1P1","Medium",1
"2791","Cesar","Seca","Tyrannidae","Myiarchus tyrannulus","T1P1","Medium",6
"2792","Cesar","Seca","Tyrannidae","Myiarchus venezuelensis","T1P1","Medium",6
"2793","Guajira","Lluviosa","Tyrannidae","Myiopagis gaimardii","T1P1","Medium",1
"2794","Cesar","Seca","Tyrannidae","Myiozetetes cayanensis","T1P1","Medium",1
"2795","Huila","Lluviosa","Thamnophilidae","Myrmeciza longipes","T1P1","Medium",1
"2796","Cesar","Seca","Thamnophilidae","Myrmeciza longipes","T1P1","Medium",8
"2797","Huila","Seca","Thamnophilidae","Myrmeciza longipes","T1P1","Medium",2
"2798","Guajira","Lluviosa","Tityridae","Onychorhynchus mexicanus","T1P1","Medium",4
"2799","Bolívar","Seca","Tyrannidae","Ornithion brunneicapillus","T1P1","Medium",2
"2800","Huila","Lluviosa","Cracidae","Ortalis columbiana","T1P1","Medium",1
"2801","Huila","Seca","Cracidae","Ortalis columbiana","T1P1","Medium",2
"2802","Bolívar","Lluviosa","Cracidae","Ortalis garrula","T1P1","Medium",1
"2803","Bolívar","Seca","Cracidae","Ortalis garrula","T1P1","Medium",2
"2804","Huila","Lluviosa","Columbidae","Patagioenas cayennensis","T1P1","Medium",1
"2805","Cesar","Seca","Columbidae","Patagioenas cayennensis","T1P1","Medium",5
"2806","Huila","Seca","Columbidae","Patagioenas cayennensis","T1P1","Medium",4
"2807","Huila","Seca","Cracidae","Penelope purpurascens","T1P1","Medium",1
"2808","Huila","Seca","Trochilidae","Phaethornis anthophilus","T1P1","Medium",2
"2809","Cesar","Seca","Cuculidae","Piaya cayana","T1P1","Medium",3
"2810","Cesar","Seca","Picidae","Picumnus olivaceus","T1P1","Medium",1
"2811","Huila","Seca","Picidae","Picumnus olivaceus","T1P1","Medium",1
"2812","Huila","Lluviosa","Psittacidae","Pionus menstruus","T1P1","Medium",1
"2813","Cesar","Seca","Psittacidae","Pionus menstruus","T1P1","Medium",4
"2814","Huila","Lluviosa","Cardinalidae","Piranga flava","T1P1","Medium",1
"2815","Huila","Lluviosa","Cardinalidae","Piranga leucoptera","T1P1","Medium",1
"2816","Cesar","Seca","Cardinalidae","Piranga rubra","T1P1","Medium",1
"2817","Bolívar","Seca","Tyrannidae","Poecilotriccus sylvia","T1P1","Medium",1
"2818","Cesar","Seca","Tyrannidae","Poecilotriccus sylvia","T1P1","Medium",1
"2819","Huila","Seca","Tyrannidae","Poecilotriccus sylvia","T1P1","Medium",1
"2820","Guajira","Lluviosa","Polioptilidae","Polioptila plumbea","T1P1","Medium",1
"2821","Huila","Seca","Polioptilidae","Polioptila plumbea","T1P1","Medium",1
"2822","Bolívar","Lluviosa","Icteridae","Psarocolius decumanus","T1P1","Medium",1
"2823","Huila","Lluviosa","Icteridae","Psarocolius decumanus","T1P1","Medium",1
"2824","Cesar","Seca","Icteridae","Psarocolius decumanus","T1P1","Medium",4
"2825","Bolívar","Lluviosa","Ramphastidae","Ramphastos sulfuratus","T1P1","Medium",1
"2826","Cesar","Seca","Ramphastidae","Ramphastos sulfuratus","T1P1","Medium",4
"2827","Guajira","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T1P1","Medium",2
"2828","Huila","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T1P1","Medium",2
"2829","Cesar","Seca","Thraupidae","Ramphocelus dimidiatus","T1P1","Medium",17
"2830","Huila","Seca","Thraupidae","Ramphocelus dimidiatus","T1P1","Medium",4
"2831","Cesar","Seca","Thraupidae","Rhodinocichla rosea","T1P1","Medium",5
"2832","Huila","Lluviosa","Accipitridae","Rupornis magnirostris","T1P1","Medium",2
"2833","Cesar","Seca","Accipitridae","Rupornis magnirostris","T1P1","Medium",1
"2834","Huila","Seca","Accipitridae","Rupornis magnirostris","T1P1","Medium",2
"2835","Bolívar","Seca","Thamnophilidae","Sakesphorus canadensis","T1P1","Medium",2
"2836","Cesar","Seca","Cardinalidae","Saltator maximus","T1P1","Medium",2
"2837","Huila","Lluviosa","Cardinalidae","Saltator striatipectus","T1P1","Medium",3
"2838","Cesar","Seca","Cardinalidae","Saltator striatipectus","T1P1","Medium",6
"2839","Huila","Seca","Cardinalidae","Saltator striatipectus","T1P1","Medium",7
"2840","Huila","Lluviosa","Cathartidae","Sarcoramphus papa","T1P1","Medium",1
"2841","Guajira","Lluviosa","Parulidae","Setophaga pensylvanica","T1P1","Medium",1
"2842","Guajira","Lluviosa","Parulidae","Setophaga pitiayumi","T1P1","Medium",4
"2843","Huila","Lluviosa","Parulidae","Setophaga pitiayumi","T1P1","Medium",2
"2844","Huila","Seca","Thraupidae","Sporophila minuta","T1P1","Medium",2
"2845","Cesar","Seca","Thraupidae","Sporophila nigricollis","T1P1","Medium",1
"2846","Huila","Lluviosa","Apodidae","Streptoprocne zonaris","T1P1","Medium",3
"2847","Cesar","Seca","Apodidae","Streptoprocne zonaris","T1P1","Medium",6
