"","Departamento","Estacion","Familia","Especie","PlotAsoc","Trans_c","individuos"
"2268","Bolívar","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T2P2","Low",1
"2269","Guajira","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T2P2","Low",1
"2270","Huila","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T2P2","Low",1
"2271","Tolima","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T2P2","Low",1
"2272","Bolívar","Seca","Tyrannidae","Tolmomyias sulphurescens","T2P2","Low",4
"2273","Guajira","Seca","Tyrannidae","Tolmomyias sulphurescens","T2P2","Low",1
"2274","Tolima","Seca","Tyrannidae","Tolmomyias sulphurescens","T2P2","Low",4
"2275","Guajira","Lluviosa","Troglodytidae","Troglodytes aedon","T2P2","Low",1
"2276","Guajira","Seca","Trogonidae","Trogon caligatus","T2P2","Low",1
"2277","Guajira","Lluviosa","Turdidae","Turdus leucomelas","T2P2","Low",1
"2278","Huila","Seca","Turdidae","Turdus leucomelas","T2P2","Low",1
"2279","Tolima","Seca","Turdidae","Turdus leucomelas","T2P2","Low",2
"2280","Bolívar","Lluviosa","Tyrannidae","Tyrannulus elatus","T2P2","Low",1
"2281","Guajira","Lluviosa","Tyrannidae","Tyrannulus elatus","T2P2","Low",1
"2282","Tolima","Lluviosa","Tyrannidae","Tyrannulus elatus","T2P2","Low",1
"2283","Bolívar","Seca","Tyrannidae","Tyrannulus elatus","T2P2","Low",1
"2284","Bolívar","Lluviosa","Tyrannidae","Tyrannus melancholicus","T2P2","Low",2
"2285","Tolima","Lluviosa","Tyrannidae","Tyrannus melancholicus","T2P2","Low",1
"2286","Bolívar","Seca","Tyrannidae","Tyrannus melancholicus","T2P2","Low",1
"2287","Tolima","Seca","Tyrannidae","Tyrannus melancholicus","T2P2","Low",4
"2288","Bolívar","Lluviosa","Vireonidae","Vireo olivaceus","T2P2","Low",2
"2289","Tolima","Lluviosa","Vireonidae","Vireo olivaceus","T2P2","Low",1
"2290","Tolima","Seca","Vireonidae","Vireo olivaceus","T2P2","Low",1
"2291","Huila","Lluviosa","Thraupidae","Volatinia jacarina","T2P2","Low",1
"2292","Tolima","Lluviosa","Thraupidae","Volatinia jacarina","T2P2","Low",1
"2293","Bolívar","Lluviosa","Furnariidae","Xenops minutus","T2P2","Low",1
"2294","Bolívar","Lluviosa","Furnariidae","Xenops rutillans","T2P2","Low",1
"2295","Guajira","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T2P2","Low",1
"2296","Huila","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T2P2","Low",2
"2297","Tolima","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T2P2","Low",3
"2298","Bolívar","Seca","Furnariidae","Xiphorhynchus susurrans","T2P2","Low",1
"2299","Guajira","Seca","Furnariidae","Xiphorhynchus susurrans","T2P2","Low",3
"2300","Huila","Seca","Furnariidae","Xiphorhynchus susurrans","T2P2","Low",2
"2301","Tolima","Seca","Furnariidae","Xiphorhynchus susurrans","T2P2","Low",1
"2302","Bolívar","Lluviosa","Columbidae","Zenaida auriculata","T2P2","Low",1
"2303","Bolívar","Lluviosa","Trochilidae","Amazilia tzacatl","T2P3","Low",1
"2304","Guajira","Seca","Trochilidae","Amazilia tzacatl","T2P3","Low",1
"2305","Huila","Seca","Psittacidae","Amazona amazonica","T2P3","Low",1
"2306","Tolima","Seca","Psittacidae","Amazona farinosa","T2P3","Low",2
"2307","Bolívar","Lluviosa","Psittacidae","Amazona ochrocephala","T2P3","Low",1
"2308","Huila","Lluviosa","Psittacidae","Amazona ochrocephala","T2P3","Low",3
"2309","Tolima","Lluviosa","Psittacidae","Amazona ochrocephala","T2P3","Low",5
"2310","Bolívar","Seca","Psittacidae","Amazona ochrocephala","T2P3","Low",6
"2311","Huila","Seca","Psittacidae","Amazona ochrocephala","T2P3","Low",10
"2312","Tolima","Seca","Psittacidae","Amazona ochrocephala","T2P3","Low",1
"2313","Bolívar","Seca","Psittacidae","Ara macao","T2P3","Low",5
"2314","Tolima","Lluviosa","Psittacidae","Ara severus","T2P3","Low",2
"2315","Huila","Lluviosa","Rallidae","Aramides cajaneus","T2P3","Low",1
"2316","Tolima","Lluviosa","Rallidae","Aramides cajaneus","T2P3","Low",3
"2317","Huila","Seca","Ardeidae","Ardea alba","T2P3","Low",1
"2318","Bolívar","Lluviosa","Emberizidae","Arremonops conirostris","T2P3","Low",2
"2319","Huila","Seca","Emberizidae","Arremonops conirostris","T2P3","Low",3
"2320","Guajira","Lluviosa","Tyrannidae","Atalotriccus pilaris","T2P3","Low",2
"2321","Tolima","Lluviosa","Tyrannidae","Atalotriccus pilaris","T2P3","Low",2
"2322","Bolívar","Seca","Tyrannidae","Atalotriccus pilaris","T2P3","Low",2
"2323","Guajira","Seca","Tyrannidae","Atalotriccus pilaris","T2P3","Low",2
"2324","Huila","Seca","Tyrannidae","Atalotriccus pilaris","T2P3","Low",3
"2325","Tolima","Seca","Tyrannidae","Atalotriccus pilaris","T2P3","Low",1
"2326","Guajira","Seca","Tyrannidae","Attila spadiceus","T2P3","Low",1
"2327","Bolívar","Lluviosa","Parulidae","Basileuterus rufifrons","T2P3","Low",1
"2328","Guajira","Lluviosa","Parulidae","Basileuterus rufifrons","T2P3","Low",3
"2329","Huila","Lluviosa","Parulidae","Basileuterus rufifrons","T2P3","Low",2
"2330","Tolima","Lluviosa","Parulidae","Basileuterus rufifrons","T2P3","Low",5
"2331","Huila","Seca","Parulidae","Basileuterus rufifrons","T2P3","Low",7
"2332","Tolima","Seca","Parulidae","Basileuterus rufifrons","T2P3","Low",5
"2333","Huila","Lluviosa","Psittacidae","Brotogeris jugularis","T2P3","Low",2
"2334","Tolima","Lluviosa","Psittacidae","Brotogeris jugularis","T2P3","Low",9
"2335","Huila","Lluviosa","Accipitridae","Buteo nitidus","T2P3","Low",1
"2336","Tolima","Lluviosa","Icteridae","Cacicus cela","T2P3","Low",1
"2337","Huila","Lluviosa","Picidae","Campephilus melanoleucos","T2P3","Low",2
"2338","Bolívar","Lluviosa","Tyrannidae","Camptostoma obsoletum","T2P3","Low",1
"2339","Guajira","Lluviosa","Tyrannidae","Camptostoma obsoletum","T2P3","Low",2
"2340","Huila","Lluviosa","Tyrannidae","Camptostoma obsoletum","T2P3","Low",3
"2341","Tolima","Seca","Furnariidae","Campylorhamphus trochilirostris","T2P3","Low",2
"2342","Bolívar","Lluviosa","Troglodytidae","Campylorhynchus griseus","T2P3","Low",1
"2343","Bolívar","Lluviosa","Troglodytidae","Campylorhynchus nuchalis","T2P3","Low",2
"2344","Bolívar","Seca","Troglodytidae","Campylorhynchus nuchalis","T2P3","Low",2
"2345","Bolívar","Lluviosa","Troglodytidae","Cantorchilus leucotis","T2P3","Low",2
"2346","Guajira","Lluviosa","Troglodytidae","Cantorchilus leucotis","T2P3","Low",4
"2347","Bolívar","Seca","Troglodytidae","Cantorchilus leucotis","T2P3","Low",2
"2348","Guajira","Seca","Troglodytidae","Cantorchilus leucotis","T2P3","Low",1
"2349","Huila","Seca","Troglodytidae","Cantorchilus leucotis","T2P3","Low",2
"2350","Huila","Seca","Tyrannidae","Capsiempis flaveola","T2P3","Low",1
"2351","Tolima","Lluviosa","Falconidae","Caracara cheriway","T2P3","Low",2
"2352","Guajira","Seca","Parulidae","Cardellina canadensis","T2P3","Low",1
"2353","Huila","Lluviosa","Turdidae","Catharus ustulatus","T2P3","Low",1
"2354","Huila","Seca","Apodidae","Chaetura chapmani","T2P3","Low",5
"2355","Bolívar","Lluviosa","Trochilidae","Chalybura buffonii","T2P3","Low",1
"2356","Guajira","Lluviosa","Trochilidae","Chalybura buffonii","T2P3","Low",1
"2357","Huila","Lluviosa","Trochilidae","Chalybura buffonii","T2P3","Low",1
"2358","Guajira","Seca","Trochilidae","Chalybura buffonii","T2P3","Low",2
"2359","Bolívar","Lluviosa","Pipridae","Chiroxiphia lanceolata","T2P3","Low",3
"2360","Guajira","Lluviosa","Pipridae","Chiroxiphia lanceolata","T2P3","Low",5
"2361","Bolívar","Seca","Pipridae","Chiroxiphia lanceolata","T2P3","Low",2
"2362","Guajira","Seca","Pipridae","Chiroxiphia lanceolata","T2P3","Low",5
"2363","Tolima","Lluviosa","Columbidae","Claravis pretiosa","T2P3","Low",16
"2364","Guajira","Seca","Columbidae","Claravis pretiosa","T2P3","Low",1
"2365","Tolima","Seca","Columbidae","Claravis pretiosa","T2P3","Low",2
"2366","Bolívar","Lluviosa","Tyrannidae","Cnemotriccus fuscatus","T2P3","Low",2
"2367","Guajira","Lluviosa","Tyrannidae","Cnemotriccus fuscatus","T2P3","Low",1
"2368","Huila","Lluviosa","Tyrannidae","Cnemotriccus fuscatus","T2P3","Low",1
"2369","Guajira","Seca","Tyrannidae","Cnemotriccus fuscatus","T2P3","Low",2
"2370","Huila","Seca","Tyrannidae","Cnemotriccus fuscatus","T2P3","Low",2
"2371","Tolima","Seca","Tyrannidae","Cnemotriccus fuscatus","T2P3","Low",1
"2372","Bolívar","Lluviosa","Thraupidae","Coereba flaveola","T2P3","Low",1
"2373","Huila","Lluviosa","Thraupidae","Coereba flaveola","T2P3","Low",3
"2374","Tolima","Lluviosa","Thraupidae","Coereba flaveola","T2P3","Low",3
"2375","Guajira","Seca","Thraupidae","Coereba flaveola","T2P3","Low",1
"2376","Huila","Seca","Thraupidae","Coereba flaveola","T2P3","Low",4
"2377","Tolima","Seca","Thraupidae","Coereba flaveola","T2P3","Low",5
"2378","Huila","Lluviosa","Odontophoridae","Colinus cristatus","T2P3","Low",1
"2379","Tolima","Lluviosa","Odontophoridae","Colinus cristatus","T2P3","Low",2
"2380","Bolívar","Seca","Odontophoridae","Colinus cristatus","T2P3","Low",3
"2381","Huila","Lluviosa","Columbidae","Columbina minuta","T2P3","Low",1
"2382","Tolima","Lluviosa","Columbidae","Columbina minuta","T2P3","Low",4
"2383","Tolima","Lluviosa","Columbidae","Columbina talpacoti","T2P3","Low",2
"2384","Tolima","Seca","Columbidae","Columbina talpacoti","T2P3","Low",6
"2385","Bolívar","Lluviosa","Thraupidae","Conirostrum leucogenys","T2P3","Low",3
"2386","Guajira","Lluviosa","Thraupidae","Conirostrum leucogenys","T2P3","Low",1
"2387","Tolima","Seca","Tyrannidae","Contopus virens","T2P3","Low",1
"2388","Bolívar","Lluviosa","Cathartidae","Coragyps atratus","T2P3","Low",1
"2389","Huila","Lluviosa","Cathartidae","Coragyps atratus","T2P3","Low",13
"2390","Tolima","Seca","Thraupidae","Coryphospingus pileatus","T2P3","Low",1
"2391","Tolima","Lluviosa","Tinamidae","Crypturellus soui","T2P3","Low",2
"2392","Guajira","Seca","Tinamidae","Crypturellus soui","T2P3","Low",1
"2393","Huila","Seca","Tinamidae","Crypturellus soui","T2P3","Low",1
"2394","Bolívar","Seca","Thraupidae","Cyanerpes cyaneus","T2P3","Low",1
"2395","Bolívar","Seca","Cardinalidae","Cyanocompsa cyanoides","T2P3","Low",1
"2396","Guajira","Seca","Cardinalidae","Cyanocompsa cyanoides","T2P3","Low",1
"2397","Bolívar","Lluviosa","Corvidae","Cyanocorax affinis","T2P3","Low",2
"2398","Bolívar","Seca","Corvidae","Cyanocorax affinis","T2P3","Low",2
"2399","Huila","Seca","Corvidae","Cyanocorax affinis","T2P3","Low",2
"2400","Tolima","Seca","Corvidae","Cyanocorax affinis","T2P3","Low",7
"2401","Guajira","Lluviosa","Vireonidae","Cyclarhis gujanensis","T2P3","Low",2
"2402","Huila","Lluviosa","Vireonidae","Cyclarhis gujanensis","T2P3","Low",1
"2403","Bolívar","Seca","Vireonidae","Cyclarhis gujanensis","T2P3","Low",2
"2404","Huila","Seca","Vireonidae","Cyclarhis gujanensis","T2P3","Low",2
"2405","Tolima","Seca","Vireonidae","Cyclarhis gujanensis","T2P3","Low",3
"2406","Bolívar","Lluviosa","Thraupidae","Dacnis cayana","T2P3","Low",1
"2407","Bolívar","Seca","Thraupidae","Dacnis cayana","T2P3","Low",1
"2408","Huila","Seca","Thraupidae","Dacnis cayana","T2P3","Low",2
"2409","Huila","Lluviosa","Thraupidae","Dacnis lineata","T2P3","Low",1
"2410","Huila","Seca","Trochilidae","Damophila julie","T2P3","Low",1
"2411","Tolima","Lluviosa","Furnariidae","Dendrocincla fuliginosa","T2P3","Low",1
"2412","Guajira","Seca","Furnariidae","Dendrocincla fuliginosa","T2P3","Low",4
"2413","Tolima","Lluviosa","Furnariidae","Dendrocolaptes certhia","T2P3","Low",1
"2414","Tolima","Lluviosa","Furnariidae","Dendroplex picus","T2P3","Low",1
"2415","Huila","Seca","Furnariidae","Dendroplex picus","T2P3","Low",1
"2416","Guajira","Lluviosa","Pipridae","Dixiphia erythrocephala","T2P3","Low",2
"2417","Guajira","Seca","Pipridae","Dixiphia erythrocephala","T2P3","Low",2
"2418","Huila","Lluviosa","Tyrannidae","Elaenia flavogaster","T2P3","Low",1
"2419","Tolima","Lluviosa","Tyrannidae","Elaenia flavogaster","T2P3","Low",1
"2420","Bolívar","Seca","Tyrannidae","Elaenia flavogaster","T2P3","Low",1
"2421","Guajira","Seca","Tyrannidae","Elaenia flavogaster","T2P3","Low",1
"2422","Huila","Seca","Tyrannidae","Elaenia flavogaster","T2P3","Low",7
"2423","Tolima","Seca","Tyrannidae","Elaenia flavogaster","T2P3","Low",1
"2424","Huila","Lluviosa","Tyrannidae","Empidonax traillii","T2P3","Low",2
"2425","Huila","Lluviosa","Thraupidae","Eucometis penicillata","T2P3","Low",2
"2426","Huila","Seca","Thraupidae","Eucometis penicillata","T2P3","Low",2
"2427","Huila","Seca","Thraupidae","Euphonia concinna","T2P3","Low",2
"2428","Huila","Lluviosa","Thraupidae","Euphonia laniirostris","T2P3","Low",3
"2429","Huila","Seca","Thraupidae","Euphonia laniirostris","T2P3","Low",2
"2430","Tolima","Seca","Thraupidae","Euphonia laniirostris","T2P3","Low",3
"2431","Guajira","Seca","Thraupidae","Euphonia trinitatis","T2P3","Low",3
"2432","Tolima","Lluviosa","Tyrannidae","Euscarthmus meloryphus","T2P3","Low",10
"2433","Tolima","Seca","Tyrannidae","Euscarthmus meloryphus","T2P3","Low",5
"2434","Bolívar","Seca","Falconidae","Falco rufigularis","T2P3","Low",5
"2435","Huila","Seca","Falconidae","Falco sparverius","T2P3","Low",5
"2436","Bolívar","Lluviosa","Thamnophilidae","Formicivora intermedia","T2P3","Low",2
"2437","Tolima","Lluviosa","Thamnophilidae","Formicivora intermedia","T2P3","Low",6
"2438","Guajira","Seca","Thamnophilidae","Formicivora intermedia","T2P3","Low",1
"2439","Huila","Seca","Thamnophilidae","Formicivora intermedia","T2P3","Low",1
"2440","Huila","Lluviosa","Psittacidae","Forpus conspicillatus","T2P3","Low",7
"2441","Huila","Seca","Psittacidae","Forpus conspicillatus","T2P3","Low",5
"2442","Bolívar","Seca","Psittacidae","Forpus passerinus","T2P3","Low",8
"2443","Bolívar","Lluviosa","Galbulidae","Galbula ruficauda","T2P3","Low",1
"2444","Tolima","Lluviosa","Galbulidae","Galbula ruficauda","T2P3","Low",5
"2445","Bolívar","Seca","Galbulidae","Galbula ruficauda","T2P3","Low",3
"2446","Guajira","Seca","Galbulidae","Galbula ruficauda","T2P3","Low",1
"2447","Huila","Seca","Galbulidae","Galbula ruficauda","T2P3","Low",2
"2448","Tolima","Seca","Galbulidae","Galbula ruficauda","T2P3","Low",4
"2449","Bolívar","Lluviosa","Accipitridae","Geranospiza caerulescens","T2P3","Low",1
"2450","Bolívar","Lluviosa","Trochilidae","Glaucis hirsutus","T2P3","Low",1
"2451","Guajira","Lluviosa","Trochilidae","Glaucis hirsutus","T2P3","Low",1
"2452","Bolívar","Seca","Trochilidae","Glaucis hirsutus","T2P3","Low",1
"2453","Tolima","Seca","Trochilidae","Glaucis hirsutus","T2P3","Low",1
"2454","Tolima","Lluviosa","Tyrannidae","Hemitriccus margaritaceiventer","T2P3","Low",6
"2455","Huila","Seca","Tyrannidae","Hemitriccus margaritaceiventer","T2P3","Low",1
"2456","Tolima","Seca","Tyrannidae","Hemitriccus margaritaceiventer","T2P3","Low",4
"2457","Huila","Lluviosa","Falconidae","Herpetotheres cachinnans","T2P3","Low",1
"2458","Bolívar","Seca","Falconidae","Herpetotheres cachinnans","T2P3","Low",2
"2459","Guajira","Lluviosa","Trochilidae","Hylocharis cyanus","T2P3","Low",6
"2460","Guajira","Seca","Trochilidae","Hylocharis cyanus","T2P3","Low",4
"2461","Huila","Lluviosa","Vireonidae","Hylophilus flavipes","T2P3","Low",1
"2462","Tolima","Lluviosa","Vireonidae","Hylophilus flavipes","T2P3","Low",5
"2463","Bolívar","Seca","Vireonidae","Hylophilus flavipes","T2P3","Low",1
"2464","Guajira","Seca","Vireonidae","Hylophilus flavipes","T2P3","Low",1
"2465","Huila","Seca","Vireonidae","Hylophilus flavipes","T2P3","Low",4
"2466","Tolima","Seca","Vireonidae","Hylophilus flavipes","T2P3","Low",7
"2467","Tolima","Lluviosa","Icteridae","Icterus chrysater","T2P3","Low",4
"2468","Tolima","Seca","Icteridae","Icterus chrysater","T2P3","Low",5
"2469","Bolívar","Lluviosa","Tyrannidae","Legatus leucophaius","T2P3","Low",1
"2470","Tolima","Lluviosa","Tyrannidae","Legatus leucophaius","T2P3","Low",1
"2471","Huila","Seca","Tyrannidae","Legatus leucophaius","T2P3","Low",1
"2472","Huila","Lluviosa","Furnariidae","Lepidocolaptes souleyetii","T2P3","Low",1
"2473","Huila","Seca","Furnariidae","Lepidocolaptes souleyetii","T2P3","Low",2
"2474","Bolívar","Lluviosa","Tyrannidae","Leptopogon amaurocephalus","T2P3","Low",1
"2475","Huila","Lluviosa","Tyrannidae","Leptopogon amaurocephalus","T2P3","Low",1
"2476","Tolima","Lluviosa","Tyrannidae","Leptopogon amaurocephalus","T2P3","Low",2
"2477","Tolima","Seca","Tyrannidae","Leptopogon amaurocephalus","T2P3","Low",3
"2478","Bolívar","Lluviosa","Columbidae","Leptotila verreauxi","T2P3","Low",2
"2479","Huila","Lluviosa","Columbidae","Leptotila verreauxi","T2P3","Low",1
"2480","Tolima","Lluviosa","Columbidae","Leptotila verreauxi","T2P3","Low",6
"2481","Guajira","Seca","Columbidae","Leptotila verreauxi","T2P3","Low",3
"2482","Huila","Seca","Columbidae","Leptotila verreauxi","T2P3","Low",5
"2483","Tolima","Seca","Columbidae","Leptotila verreauxi","T2P3","Low",4
"2484","Guajira","Lluviosa","Pipridae","Manacus manacus","T2P3","Low",1
"2485","Huila","Lluviosa","Pipridae","Manacus manacus","T2P3","Low",2
"2486","Bolívar","Seca","Pipridae","Manacus manacus","T2P3","Low",1
"2487","Guajira","Seca","Pipridae","Manacus manacus","T2P3","Low",1
"2488","Huila","Seca","Pipridae","Manacus manacus","T2P3","Low",2
"2489","Tolima","Seca","Pipridae","Manacus manacus","T2P3","Low",1
"2490","Huila","Seca","Tyrannidae","Megarynchus pitangua","T2P3","Low",1
"2491","Tolima","Seca","Tyrannidae","Megarynchus pitangua","T2P3","Low",5
"2492","Bolívar","Lluviosa","Picidae","Melanerpes rubricapillus","T2P3","Low",2
"2493","Guajira","Lluviosa","Picidae","Melanerpes rubricapillus","T2P3","Low",1
"2494","Huila","Lluviosa","Picidae","Melanerpes rubricapillus","T2P3","Low",1
"2495","Huila","Seca","Falconidae","Milvago chimachima","T2P3","Low",2
"2496","Tolima","Seca","Falconidae","Milvago chimachima","T2P3","Low",2
"2497","Huila","Lluviosa","Mimidae","Mimus gilvus","T2P3","Low",2
"2498","Huila","Lluviosa","Turdidae","Mimus gilvus","T2P3","Low",1
"2499","Bolívar","Lluviosa","Momotidae","Momotus subrufescens","T2P3","Low",1
"2500","Guajira","Seca","Momotidae","Momotus subrufescens","T2P3","Low",1
"2501","Tolima","Lluviosa","Tyrannidae","Myiarchus apicalis","T2P3","Low",7
"2502","Tolima","Seca","Tyrannidae","Myiarchus crinitus","T2P3","Low",1
"2503","Bolívar","Lluviosa","Tyrannidae","Myiarchus panamensis","T2P3","Low",1
"2504","Bolívar","Lluviosa","Tyrannidae","Myiarchus tuberculifer","T2P3","Low",2
"2505","Guajira","Seca","Tyrannidae","Myiarchus tuberculifer","T2P3","Low",1
"2506","Huila","Seca","Tyrannidae","Myiarchus tuberculifer","T2P3","Low",4
"2507","Tolima","Seca","Tyrannidae","Myiarchus tuberculifer","T2P3","Low",2
"2508","Bolívar","Seca","Tyrannidae","Myiarchus venezuelensis","T2P3","Low",1
"2509","Bolívar","Lluviosa","Tyrannidae","Myiopagis gaimardii","T2P3","Low",1
"2510","Guajira","Seca","Tyrannidae","Myiopagis gaimardii","T2P3","Low",1
"2511","Huila","Seca","Parulidae","Myiothlypis fulvicauda","T2P3","Low",1
"2512","Huila","Lluviosa","Tyrannidae","Myiozetetes cayanensis","T2P3","Low",2
"2513","Huila","Seca","Tyrannidae","Myiozetetes cayanensis","T2P3","Low",2
"2514","Tolima","Seca","Tyrannidae","Myiozetetes similis","T2P3","Low",2
"2515","Bolívar","Lluviosa","Thamnophilidae","Myrmeciza longipes","T2P3","Low",2
"2516","Guajira","Lluviosa","Thamnophilidae","Myrmeciza longipes","T2P3","Low",2
"2517","Huila","Lluviosa","Thamnophilidae","Myrmeciza longipes","T2P3","Low",1
"2518","Tolima","Lluviosa","Thamnophilidae","Myrmeciza longipes","T2P3","Low",3
"2519","Bolívar","Seca","Thamnophilidae","Myrmeciza longipes","T2P3","Low",3
"2520","Guajira","Seca","Thamnophilidae","Myrmeciza longipes","T2P3","Low",4
"2521","Huila","Seca","Thamnophilidae","Myrmeciza longipes","T2P3","Low",3
"2522","Bolívar","Lluviosa","Thraupidae","Nemosia pileata","T2P3","Low",2
"2523","Guajira","Seca","Tityridae","Onychorhynchus mexicanus","T2P3","Low",1
"2524","Tolima","Lluviosa","Cracidae","Ortalis columbiana","T2P3","Low",1
"2525","Huila","Seca","Cracidae","Ortalis columbiana","T2P3","Low",10
"2526","Tolima","Seca","Cracidae","Ortalis columbiana","T2P3","Low",3
"2527","Bolívar","Lluviosa","Cracidae","Ortalis garrula","T2P3","Low",9
"2528","Bolívar","Lluviosa","Tityridae","Pachyramphus polychopterus","T2P3","Low",1
"2529","Bolívar","Lluviosa","Cardinalidae","Passerina cyanea","T2P3","Low",1
"2530","Guajira","Lluviosa","Columbidae","Patagioenas cayennensis","T2P3","Low",1
"2531","Tolima","Lluviosa","Columbidae","Patagioenas cayennensis","T2P3","Low",4
"2532","Tolima","Seca","Columbidae","Patagioenas cayennensis","T2P3","Low",2
"2533","Guajira","Seca","Columbidae","Patagioenas speciosa","T2P3","Low",1
"2534","Bolívar","Seca","Cracidae","Penelope purpurascens","T2P3","Low",1
"2535","Huila","Lluviosa","Tyrannidae","Phaeomyias murina","T2P3","Low",1
"2536","Tolima","Lluviosa","Tyrannidae","Phaeomyias murina","T2P3","Low",1
"2537","Huila","Seca","Tyrannidae","Phaeomyias murina","T2P3","Low",1
"2538","Tolima","Seca","Tyrannidae","Phaeomyias murina","T2P3","Low",3
"2539","Bolívar","Seca","Trochilidae","Phaethornis anthophilus","T2P3","Low",3
"2540","Huila","Seca","Trochilidae","Phaethornis anthophilus","T2P3","Low",1
"2541","Tolima","Seca","Trochilidae","Phaethornis anthophilus","T2P3","Low",1
"2542","Huila","Lluviosa","Troglodytidae","Pheugopedius fasciatoventris","T2P3","Low",1
"2543","Tolima","Lluviosa","Troglodytidae","Pheugopedius fasciatoventris","T2P3","Low",2
"2544","Bolívar","Seca","Tyrannidae","Philohydor lictor","T2P3","Low",1
"2545","Huila","Lluviosa","Cuculidae","Piaya cayana","T2P3","Low",1
"2546","Bolívar","Seca","Cuculidae","Piaya cayana","T2P3","Low",1
"2547","Huila","Seca","Cuculidae","Piaya cayana","T2P3","Low",1
"2548","Tolima","Seca","Cuculidae","Piaya cayana","T2P3","Low",1
"2549","Huila","Seca","Picidae","Picumnus olivaceus","T2P3","Low",1
"2550","Tolima","Seca","Picidae","Picumnus olivaceus","T2P3","Low",5
"2551","Bolívar","Seca","Psittacidae","Pionus menstruus","T2P3","Low",3
"2552","Tolima","Lluviosa","Cardinalidae","Piranga leucoptera","T2P3","Low",1
"2553","Tolima","Seca","Cardinalidae","Piranga rubra","T2P3","Low",1
"2554","Huila","Seca","Tyrannidae","Pitangus sulphuratus","T2P3","Low",1
"2555","Tolima","Seca","Tyrannidae","Pitangus sulphuratus","T2P3","Low",1
"2556","Bolívar","Lluviosa","Tyrannidae","Poecilotriccus sylvia","T2P3","Low",1
"2557","Huila","Lluviosa","Tyrannidae","Poecilotriccus sylvia","T2P3","Low",1
"2558","Guajira","Seca","Tyrannidae","Poecilotriccus sylvia","T2P3","Low",2
"2559","Huila","Seca","Tyrannidae","Poecilotriccus sylvia","T2P3","Low",3
"2560","Huila","Seca","Polioptilidae","Polioptila plumbea","T2P3","Low",3
"2561","Bolívar","Lluviosa","Icteridae","Psarocolius decumanus","T2P3","Low",2
"2562","Huila","Lluviosa","Icteridae","Psarocolius decumanus","T2P3","Low",1
"2563","Bolívar","Seca","Icteridae","Psarocolius decumanus","T2P3","Low",3
"2564","Huila","Seca","Icteridae","Psarocolius decumanus","T2P3","Low",1
"2565","Tolima","Seca","Icteridae","Psarocolius decumanus","T2P3","Low",4
"2566","Huila","Lluviosa","Psittacidae","Psittacara wagleri","T2P3","Low",1
"2567","Tolima","Seca","Psittacidae","Psittacara wagleri","T2P3","Low",1
"2568","Bolívar","Seca","Ramphastidae","Ramphastos sulfuratus","T2P3","Low",7
"2569","Guajira","Seca","Polioptilidae","Ramphocaenus melanurus","T2P3","Low",2
"2570","Bolívar","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T2P3","Low",2
"2571","Guajira","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T2P3","Low",1
"2572","Huila","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T2P3","Low",4
"2573","Tolima","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T2P3","Low",2
"2574","Guajira","Seca","Thraupidae","Ramphocelus dimidiatus","T2P3","Low",2
"2575","Huila","Seca","Thraupidae","Ramphocelus dimidiatus","T2P3","Low",8
"2576","Tolima","Seca","Thraupidae","Ramphocelus dimidiatus","T2P3","Low",3
"2577","Bolívar","Lluviosa","Accipitridae","Rupornis magnirostris","T2P3","Low",2
"2578","Huila","Lluviosa","Accipitridae","Rupornis magnirostris","T2P3","Low",2
"2579","Tolima","Lluviosa","Accipitridae","Rupornis magnirostris","T2P3","Low",1
"2580","Bolívar","Seca","Accipitridae","Rupornis magnirostris","T2P3","Low",1
"2581","Huila","Seca","Accipitridae","Rupornis magnirostris","T2P3","Low",5
"2582","Tolima","Seca","Accipitridae","Rupornis magnirostris","T2P3","Low",1
"2583","Bolívar","Lluviosa","Cardinalidae","Saltator maximus","T2P3","Low",2
"2584","Huila","Lluviosa","Cardinalidae","Saltator maximus","T2P3","Low",4
"2585","Huila","Seca","Cardinalidae","Saltator maximus","T2P3","Low",2
"2586","Huila","Lluviosa","Cardinalidae","Saltator striatipectus","T2P3","Low",2
"2587","Tolima","Lluviosa","Cardinalidae","Saltator striatipectus","T2P3","Low",6
"2588","Huila","Seca","Cardinalidae","Saltator striatipectus","T2P3","Low",6
"2589","Tolima","Seca","Cardinalidae","Saltator striatipectus","T2P3","Low",8
"2590","Tolima","Lluviosa","Thraupidae","Saltator striatipectus","T2P3","Low",1
"2591","Guajira","Lluviosa","Cathartidae","Sarcoramphus papa","T2P3","Low",1
"2592","Guajira","Lluviosa","Tityridae","Schiffornis veraepacis","T2P3","Low",2
"2593","Guajira","Seca","Tityridae","Schiffornis veraepacis","T2P3","Low",2
"2594","Guajira","Lluviosa","Parulidae","Setophaga fusca","T2P3","Low",1
